coc_number,coc_name,year,ard_ard,ard_pprn
TX-700,"Houston, Pasadena, Conroe,Harris, Fort Bend, MontgomeryCounties",2018,33158643,33223246
TX-700,"Houston, Pasadena,Harris, Fort Bend Counties",2019,37161187,32932741
TX-701,"Bryan,College Station,Brazos Valley",2012,264726,651117
TX-701,"Bryan,College Station,Brazos Valley",2013,261758,
TX-701,"Bryan,College Station,Brazos Valley",2014,306958,774726
TX-701,"Bryan, College Station,Brazos Valley",2015,302566,771720
TX-701,"Bryan, College Station,Brazos Valley",2016,310636,810955
TX-701,"Bryan, College Station,Brazos Valley",2017,288891,845535
TX-701,"Bryan, College Station,Brazos Valley",2018,285591,898706
TX-701,"Bryan,College Station,Brazos Valley",2019,298095,867501
TX-703,"Beaumont,Port Arthur,South East Texas",2012,768502,1468141
TX-703,"Beaumont,Port Arthur,South East Texas",2013,804502,
TX-703,"Beaumont,Port Arthur,South East Texas",2014,695332,1550737
UT-500,Salt Lake City & County,2012,5972940,5972940
UT-500,Salt Lake City & County,2013,5766256,
UT-500,Salt Lake City & County,2014,5841006,4336860
UT-500,Salt Lake City & County,2015,6514485,4431127
UT-500,Salt Lake City & County,2016,6983748,4715741
UT-500,Salt Lake City & County,2017,7082121,4931272
UT-500,Salt Lake City & County,2018,7146067,5272680
UT-500,Salt Lake City & County,2019,7673145,5230325
UT-503,Utah Balance of State,2012,1397099,1397099
UT-503,Utah Balance of State,2013,1365253,
UT-503,Utah Balance of State,2014,1293359,1700468
UT-503,Utah Balance of State,2015,1297235,1777878
UT-503,Utah Balance of State,2016,1797314,1998649
UT-503,Utah Balance of State,2017,1759468,2087639
UT-503,Utah Balance of State,2018,1792391,2237442
UT-503,Utah Balance of State,2019,1822265,2286881
UT-504,"Provo,Mountainland",2012,1171820,1171820
UT-504,"Provo,Mountainland",2013,1183509,
UT-504,"Provo,Mountainland",2014,1098937,930947
UT-504,"Provo,Mountainland",2015,1108601,1476465
UT-504,"Provo,Mountainland",2016,890014,1551552
UT-504,"Provo,Mountainland",2017,1009783,1576416
UT-504,"Provo,Mountainland",2018,1059020,1682150
UT-504,"Provo,Mountainland",2019,1147953,1602168
VA-500,"Richmond,Henrico, Chesterfield, Hanover Counties",2012,3813055,3813055
VA-500,"Richmond,Henrico, Chesterfield, Hanover Counties",2013,4236405,
VA-500,"Richmond,Henrico, Chesterfield, Hanover Counties",2014,4372494,3507045
VA-500,"Richmond,Henrico, Chesterfield, Hanover Counties",2015,4397668,4310858
VA-500,"Richmond,Henrico, Chesterfield, Hanover Counties",2016,4336834,4621817
VA-500,"Richmond,Henrico,Chesterfield, Hanover Counties",2017,4386836,4719494
VA-500,"Richmond,Henrico, Chesterfield, Hanover Counties",2018,4495669,5048643
VA-500,"Richmond,Henrico, Chesterfield, Hanover Counties",2019,4602701,5043590
VA-501,Norfolk,2012,3850908,3850908
VA-501,Norfolk,2013,4071335,
VA-501,Norfolk,2014,3925399,3124070
VA-501,"Norfolk,Chesapeake, Suffolk, Isle of Wright, Southampton Counties",2015,4008974,3055732
VA-501,"Norfolk,Chesapeake, Suffolk, Isle of Wright, Southampton Counties",2016,3789988,3286679
VA-501,"Norfolk,Chesapeake, Suffolk,Isle of Wight, Southampton Counties",2017,3789988,3425984
VA-501,"Norfolk,Chesapeake, Suffolk, Isle of Wight, Southampton Counties",2018,3770092,3653877
VA-501,Norfolk,2019,3756604,3706633
VA-502,"Roanoke City & County,Salem",2012,841533,1060763
VA-502,"Roanoke City & County,Salem",2013,844792,
VA-502,"Roanoke City & County,Salem",2014,777981,1220311
VA-502,"Roanoke City & County, Salem",2015,806865,1257616
VA-502,"Roanoke City & County, Salem",2016,814732,1350014
VA-502,"Roanoke City & County, Salem",2017,794691,1392879
VA-502,"Roanoke City & County, Salem",2018,796377,1507832
VA-502,"Roanoke City & County,Salem",2019,845410,1546521
VA-503,Virginia Beach,2012,1407059,1407059
VA-503,Virginia Beach,2013,1487867,
VA-503,Virginia Beach,2014,1486581,1236620
VA-503,Virginia Beach,2015,1481073,1185108
VA-503,Virginia Beach,2016,1557769,1260315
VA-503,Virginia Beach,2017,1548219,1339353
VA-503,Virginia Beach,2018,1642276,1431910
VA-503,Virginia Beach,2019,1808963,1466347
VA-504,Charlottesville,2012,355371,355371
VA-504,Charlottesville,2013,356694,
VA-504,Charlottesville,2014,328788,335092
VA-504,Charlottesville,2015,327108,321446
VA-504,Charlottesville,2016,363888,326047
VA-504,Charlottesville,2017,359102,344052
VA-504,Charlottesville,2018,356702,365622
VA-504,Charlottesville,2019,369350,372113
VA-505,"Newport News,Hampton,Virginia Peninsula",2012,1853507,1853507
VA-505,"Newport News,Hampton,Virginia Peninsula",2013,1943137,
VA-505,"Newport News,Hampton,Virginia Peninsula",2014,1919104,1175911
VA-505,"Newport News, Hampton,Virginia Peninsula",2015,1915780,1183431
VA-505,"Newport News, Hampton,Virginia Peninsula",2016,1958462,1288446
VA-505,"Newport News,Hampton,Virginia Peninsula",2017,1958462,1343028
VA-505,"Newport News, Hampton,VirginiaPeninsula",2018,1955738,1443050
VA-505,"Newport News, Hampton,Virginia Peninsula",2019,1955738,1412011
VA-507,Portsmouth,2012,1436341,1436341
VA-507,Portsmouth,2013,1380913,
VA-507,Portsmouth,2014,1311567,990755
VA-507,Portsmouth,2015,1284400,953485
VA-507,Portsmouth,2016,1169791,1005888
VA-507,Portsmouth,2017,1169791,1052498
VA-507,Portsmouth,2018,1168615,1125232
VA-507,Portsmouth,2019,1165879,1141131
VA-508,Lynchburg,2012,356527,356527
VA-508,Lynchburg,2013,372540,
VA-508,Lynchburg,2014,363863,386426
VA-508,Lynchburg,2015,383287,400477
VA-508,Lynchburg,2016,327387,425120
VA-508,Lynchburg,2017,348313,425492
VA-508,Lynchburg,2018,357393,451544
VA-508,Lynchburg,2019,358375,444461
VA-509,Petersburg,2012,184098,299334
VA-510,"Staunton,Waynesboro,Augusta, Highland Counties",2012,81549,216784
VA-513,"Winchester,Shenandoah, Frederick, Warren Counties",2012,443613,459022
VA-513,"Harrisonburg, Winchester,Western Virginia",2013,452224,
VA-513,"Harrisonburg, Winchester,Western Virginia",2014,412965,583749
VA-513,"Harrisonburg, Winchester,Western Virginia",2015,402114,591570
VA-513,"Harrisonburg, Winchester,Western Virginia",2016,596664,635505
VA-513,"Harrisonburg,Winchester,Western Virginia",2017,342288,651944
VA-513,"Harrisonburg, Winchester,WesternVirginia",2018,362880,687290
VA-513,"Harrisonburg, Winchester,Western Virginia",2019,350712,705381
VA-514,"Fredericksburg,Spotsylvania, Stafford Counties",2012,229169,257116
VA-514,"Fredericksburg,Spotsylvania, Stafford Counties",2013,258345,
VA-514,"Fredericksburg,Spotsylvania, Stafford Counties",2014,162485,315202
VA-514,"Fredericksburg,Spotsylvania, Stafford Counties",2015,238072,328436
VA-514,"Fredericksburg,Spotsylvania, Stafford Counties",2016,263229,350056
VA-514,"Fredericksburg,Spotsylvania,Stafford Counties",2017,263229,375779
VA-514,"Fredericksburg,Spotsylvan ia, Stafford Counties",2018,298606,399000
VA-514,"Fredericksburg,Spotsylvania, Stafford Counties",2019,308411,403618
VA-517,"Danville,Martinsville",2012,68480,465478
VA-521,Virginia Balance of State,2012,271217,1782202
VA-521,Virginia Balance of State,2013,617646,
VA-521,Virginia Balance of State,2014,587459,3196459
VA-521,Virginia Balance of State,2015,599175,3175685
VA-521,Virginia Balance of State,2016,712754,3318350
VA-521,Virginia Balance of State,2017,792394,3435443
VA-521,Virginia Balance of State,2018,814436,3676592
VA-521,Virginia Balance of State,2019,941983,3610006
VA-600,Arlington County,2012,1551164,1551164
VA-600,Arlington County,2013,1690573,
VA-600,Arlington County,2014,1678028,850937
VA-600,Arlington County,2015,1920096,757067
VA-600,Arlington County,2016,2406677,821757
VA-600,Arlington County,2017,2466844,879161
VA-600,Arlington County,2018,2611996,939916
VA-600,Arlington County,2019,2754238,999134
VA-601,Fairfax County,2012,6436919,6436919
VA-601,Fairfax County,2013,6577143,
VA-601,Fairfax County,2014,6667517,3073767
VA-601,Fairfax County,2015,7655650,3256299
VA-601,Fairfax County,2016,8291071,3532690
VA-601,Fairfax County,2017,8291041,3709253
VA-601,Fairfax County,2018,8744225,3965584
VA-601,Fairfax County,2019,8996856,4085381
VA-602,Loudoun County,2012,174231,174231
VA-602,Loudoun County,2013,159205,
VA-602,Loudoun County,2014,155732,230767
VA-602,Loudoun County,2015,155000,271753
VA-602,Loudoun County,2016,167720,289036
VA-602,Loudoun County,2017,167480,306775
VA-602,Loudoun County,2018,177752,328233
VA-602,Loudoun County,2019,181940,357808
VA-603,Alexandria,2012,655097,655097
VA-603,Alexandria,2013,661023,
VA-603,Alexandria,2014,747483,172279
VA-603,Alexandria,2015,744711,179942
VA-603,Alexandria,2016,784657,198224
VA-603,Alexandria,2017,784657,222653
VA-603,Alexandria,2018,826462,238226
VA-603,Alexandria,2019,843038,252569
VA-604,Prince William County,2012,690008,940019
VA-604,Prince William County,2013,680008,
VA-604,Prince William County,2014,595949,1314080
VA-604,Prince William County,2015,593264,1406893
VA-604,Prince William County,2016,527157,1539537
VA-604,Prince William County,2017,527157,1624166
VA-604,Prince William County,2018,552650,1736405
VA-604,Prince William County,2019,669422,1835613
VI-500,Virgin Islands,2012,296075,671446
VI-500,Virgin Islands,2013,304072,
VI-500,Virgin Islands,2014,132512,771918
VI-500,Virgin Islands,2015,133218,807252
VI-500,Virgin Islands,2016,115754,853915
VI-500,Virgin Islands,2017,107651,885895
VI-500,Virgin Islands,2018,108794,939482
VI-500,Virgin Islands,2019,164698,956668
VT-500,Vermont Balance of State,2012,2599338,2599338
VT-500,Vermont Balance of State,2013,2588389,
VT-500,Vermont Balance of State,2014,2671996,1352786
VT-500,Vermont Balance of State,2015,2727529,1378892
VT-500,Vermont Balance of State,2016,3178168,1459780
VT-500,Vermont Balance of State,2017,3239692,1512583
VT-500,Vermont Balance of State,2018,3364072,1624107
VT-500,Vermont Balance of State,2019,3568157,1579906
VT-501,"Burlington,Chittenden County",2012,968657,968657
VT-501,"Burlington,Chittenden County",2013,946846,
VT-501,"Burlington,Chittenden County",2014,1024828,383987
VT-501,"Burlington,Chittenden County",2015,986961,409702
VT-501,"Burlington,Chittenden County",2016,1007110,426977
VT-501,"Burlington,Chittenden County",2017,1112962,438680
VT-501,"Burlington,Chittenden County",2018,1140058,463652
VT-501,"Burlington,Chittenden County",2019,1090140,476958
WA-500,"Seattle,King County",2012,23105607,23105607
WA-500,"Seattle,King County",2013,23947462,
WA-500,"Seattle,King County",2014,23606949,9774529
WA-500,"Seattle,King County",2015,31015412,9688597
WA-500,"Seattle,King County",2016,33453479,10227460
WA-500,"Seattle,King County",2017,33724189,10510019
WA-500,"Seattle,King County",2018,34110453,11237333
WA-500,"Seattle,King County",2019,42997915,10732252
WA-501,Washington Balance of State,2012,5563647,5563647
WA-501,Washington Balance of State,2013,5489525,
WA-501,Washington Balance of State,2014,5654531,3884126
WA-501,Washington Balance of State,2015,5860855,3957813
WA-501,Washington Balance of State,2016,6049089,4186034
WA-501,Washington Balance of State,2017,6208453,4410677
WA-501,Washington Balance of State,2018,6904013,5446773
WA-501,Washington Balance of State,2019,7841945,5528856
WA-502,Spokane City & County,2012,3405633,3405633
WA-502,Spokane City & County,2013,3473641,
WA-502,Spokane City & County,2014,3411281,2309693
WA-502,Spokane City & County,2015,3483114,2365483
WA-502,Spokane City & County,2016,3718054,2534640
WA-502,Spokane City & County,2017,3671717,2635939
WA-502,Spokane City & County,2018,3675649,2818422
WA-502,Spokane City & County,2019,3668195,2388516
WA-503,"Tacoma,Lakewood,Pierce County",2012,2865607,2973730
WA-503,"Tacoma,Lakewood,Pierce County",2013,2768728,
WA-503,"Tacoma,Lakewood,Pierce County",2014,2988666,3404319
WA-503,"Tacoma, Lakewood,Pierce County",2015,3169218,3335888
WA-503,"Tacoma, Lakewood,Pierce County",2016,3349070,3558716
WA-503,"Tacoma, Lakewood,Pierce County",2017,3196787,3797096
WA-503,"Tacoma, Lakewood,Pierce County",2018,3222870,4059606
WA-503,"Tacoma,Lakewood,Pierce County",2019,3342656,4133228
WA-504,"Everett,Snohomish County",2012,5157480,5157480
WA-504,"Everett,Snohomish County",2013,5213872,
WA-504,"Everett,Snohomish County",2014,5338663,1833889
WA-504,"Everett,Snohomish County",2015,6285150,1956952
WA-504,"Everett,Snohomish County",2016,7638851,2225046
WA-504,"Everett,Snohomish County",2017,7638851,2370053
WA-504,"Everett,Snohomish County",2018,7823734,2534101
WA-504,"Everett,Snohomish County",2019,9477702,2579547
WA-507,Yakima City & County,2012,542315,578190
WA-507,Yakima City & County,2013,585604,
WA-507,Yakima City & County,2014,600245,595918
WA-507,Yakima City & County,2015,617986,594467
WA-507,Yakima City & County,2016,576063,641918
WA-507,Yakima City & County,2017,586667,680018
WA-508,"Vancouver,Clark County",2012,1211676,1211676
WA-508,"Vancouver,Clark County",2013,1212396,
WA-508,"Vancouver,Clark County",2014,1220886,620832
WA-508,"Vancouver,Clark County",2015,1220717,641167
WA-508,"Vancouver,Clark County",2016,1566909,689879
WA-508,"Vancouver,Clark County",2017,1691381,719506
WA-508,"Vancouver,Clark County",2018,1931121,769834
WA-508,"Vancouver,Clark County",2019,1899661,750977
WI-500,Wisconsin Balance of State,2012,6985945,6997610
WI-500,Wisconsin Balance of State,2013,7806301,
WI-500,Wisconsin Balance of State,2014,7518416,8093886
WI-500,Wisconsin Balance of State,2015,7557643,8370362
WI-500,Wisconsin Balance of State,2016,8521973,8852861
WI-500,Wisconsin Balance of State,2017,8521969,9189030
WI-500,Wisconsin Balance of State,2018,8739231,9831514
WI-500,Wisconsin Balance of State,2019,10070318,9722765
WI-501,Milwaukee City & County,2012,11106026,11106026
WI-501,Milwaukee City & County,2013,11124832,
WI-501,Milwaukee City & County,2014,9913310,10842030
WI-501,Milwaukee City & County,2015,10555244,10950397
WI-501,Milwaukee City & County,2016,10080579,11652511
WI-501,Milwaukee City & County,2017,10104368,11932798
WI-501,Milwaukee City & County,2018,10281986,12758231
WI-501,Milwaukee City & County,2019,10258562,12634378
WI-502,Racine City & County,2012,1151816,1151816
WI-502,Racine City & County,2013,1290444,
WI-502,Racine City & County,2014,1289166,1280856
WI-502,Racine City & County,2015,1154679,1311509
WI-502,Racine City & County,2016,896491,1433406
WI-502,Racine City & County,2017,831676,1507947
WI-502,Racine City & County,2018,890498,1612577
WI-502,Racine City & County,2019,929486,1580407
WI-503,"Madison,Dane County",2012,3062608,3062608
WI-503,"Madison,Dane County",2013,3124994,
WI-503,"Madison,Dane County",2014,3099143,1518380
WI-503,"Madison,Dane County",2015,3151537,1404850
WI-503,"Madison,Dane County",2016,3150439,1474976
WI-503,"Madison,Dane County",2017,3064653,1556221
WI-503,"Madison,Dane County",2018,3129707,1663997
WI-503,"Madison,Dane County",2019,3569545,1681480
WV-500,"Wheeling,Weirton Area",2012,424336,574819
WV-500,"Wheeling,Weirton Area",2013,437747,
WV-500,"Wheeling,Weirton Area",2014,426484,604631
WV-500,"Wheeling, Weirton Area",2015,429967,596908
WV-500,"Wheeling, Weirton Area",2016,394225,631896
WV-500,"Wheeling, Weirton Area",2017,394225,640611
WV-500,"Wheeling, Weirton Area",2018,403829,679038
WV-500,"Wheeling,Weirton Area",2019,403829,664237
WV-501,"Huntington,Cabell, Wayne Counties",2012,1570984,1570984
WV-501,"Huntington,Cabell, Wayne Counties",2013,1601409,
WV-501,"Huntington,Cabell, Wayne Counties",2014,1828931,1280964
WV-501,"Huntington,Cabell, Wayne Counties",2015,1864873,1208211
WV-501,"Huntington,Cabell, Wayne Counties",2016,2071800,1273741
WV-501,"Huntington,Cabell, Wayne Counties",2017,2250761,1352110
WV-501,"Huntington,Cabell, Wayne Counties",2018,2366017,1440735
WV-501,"Huntington,Cabell, Wayne Counties",2019,2581428,1464255
WV-503,"Charleston,Kanawha, Putnam, Boone, Clay Counties",2012,1327158,1327158
WV-503,"Charleston,Kanawha, Putnam, Boone, Clay Counties",2013,1332508,
WV-503,"Charleston,Kanawha, Putnam, Boone, Clay Counties",2014,1338580,1345264
WV-503,"Charleston,Kanawha, Putnam, Boone, Clay Counties",2015,1336202,1280124
WV-503,"Charleston,Kanawha, Putnam, Boone, Clay Counties",2016,1183794,1338363
WV-503,"Charleston,Kanawha, Putnam,Boone, Clay Counties",2017,1183759,1391676
WV-503,"Charleston,Kanawha, Putnam, Boone, ClayCounties",2018,1135690,1490038
WV-503,"Charleston,Kanawha, Putnam, Boone, Clay Counties",2019,1291741,1510855
WV-508,West Virginia Balance of State,2012,3194731,3194731
WV-508,West Virginia Balance of State,2013,3483691,
WV-508,West Virginia Balance of State,2014,3493057,2951347
WV-508,West Virginia Balance of State,2015,3610109,2914479
WV-508,West Virginia Balance of State,2016,3905253,3068972
WV-508,West Virginia Balance of State,2017,3901673,3128978
WV-508,West Virginia Balance of State,2018,4210305,3357283
WV-508,West Virginia Balance of State,2019,4249601,3344641
WY-500,Wyoming Statewide,2012,338517,758634
WY-500,Wyoming Statewide,2013,340815,
WY-500,Wyoming Statewide,2014,323774,811871
WY-500,Wyoming Statewide,2015,316902,842440
WY-500,Wyoming Statewide,2016,273566,923637
WY-500,Wyoming Statewide,2017,263902,952375
WY-500,Wyoming Statewide,2018,264399,1018988
WY-500,Wyoming Statewide,2019,258220,1023161
