coc_number,coc_name,year,ard_ard,ard_pprn
MI-501,Detroit,2014,24465022,23225128
MI-501,Detroit,2015,24575829,21613087
MI-501,Detroit,2016,23443227,22853421
MI-501,Detroit,2017,24259575,23636536
MI-501,Detroit,2018,25196727,25269959
MI-501,Detroit,2019,26636844,25195586
MI-502,"Dearborn,Dearborn Heights,Westland,Wayne County",2012,3557966,5103158
MI-502,"Dearborn,Dearborn Heights,Westland,Wayne County",2013,3618087,
MI-502,"Dearborn,Dearborn Heights,Westland,Wayne County",2014,3548531,5347135
MI-502,"Dearborn, Dearborn Heights, Westland,Wayne County",2015,3449330,5637024
MI-502,"Dearborn, Dearborn Heights, Westland,Wayne County",2016,3280983,6018132
MI-502,"Dearborn, Dearborn Heights,Westland,Wayne County",2017,3581890,6291040
MI-502,"Dearborn, Dearborn Heights, Westland,Wayne County",2018,3702413,6726833
MI-502,"Dearborn,Dearborn Heights,Westland,Wayne County",2019,4045207,6723024
MI-503,"St. Clair Shores,Warren,Macomb County",2012,1328741,1328741
MI-503,"St. Clair Shores,Warren,Macomb County",2013,1353200,
MI-503,"St. Clair Shores,Warren,Macomb County",2014,1363241,1214836
MI-503,"St. Clair Shores, Warren,Macomb County",2015,1322357,1994739
MI-503,"St. Clair Shores, Warren,Macomb County",2016,1320280,2022060
MI-503,"St. Clair Shores,Warren,Macomb County",2017,1137477,2273634
MI-503,"St. Clair Shores, Warren,Macomb County",2018,1180474,2431574
MI-503,"St. Clair Shores,Warren,Macomb County",2019,1203265,2401508
MI-504,"Pontiac,Royal Oak,Oakland County",2012,5094921,5094921
MI-504,"Pontiac,Royal Oak,Oakland County",2013,5217522,
MI-504,"Pontiac,Royal Oak,Oakland County",2014,5174988,4009498
MI-504,"Pontiac, Royal Oak,Oakland County",2015,5177328,4010973
MI-504,"Pontiac, Royal Oak,Oakland County",2016,5638464,4257050
MI-504,"Pontiac, Royal Oak,Oakland County",2017,5638464,4401461
MI-504,"Pontiac, Royal Oak,Oakland County",2018,5864111,4706147
MI-504,"Pontiac,Royal Oak,Oakland County",2019,6080995,4634081
MI-505,"Flint,Genesee County",2012,1963306,2963928
MI-505,"Flint,Genesee County",2013,2241975,
MI-505,"Flint,Genesee County",2014,2407268,3647245
MI-505,"Flint,Genesee County",2015,2399031,3582045
MI-505,"Flint,Genesee County",2016,2186670,3867415
MI-505,"Flint,Genesee County",2017,2105600,4016923
MI-505,"Flint,Genesee County",2018,2008079,4294516
MI-505,"Flint,Genesee County",2019,1852934,4178662
MI-506,"Grand Rapids,Wyoming,Kent County",2012,5100711,5100711
MI-506,"Grand Rapids,Wyoming,Kent County",2013,4910366,
MI-506,"Grand Rapids,Wyoming,Kent County",2014,4861122,372557
MI-506,"Grand Rapids,Wyoming,Kent County",2015,5058368,3555797
MI-506,"Grand Rapids,Wyoming,Kent County",2016,5351772,3765587
MI-506,"Grand Rapids, Wyoming,Kent County",2017,5350900,3854691
MI-506,"Grand Rapids, Wyoming,Kent County",2018,5517588,4121181
MI-506,"Grand Rapids,Wyoming,Kent County",2019,6131861,4184043
MI-507,"Portage,Kalamazoo City & County",2012,1773994,1773994
MI-507,"Portage,Kalamazoo City & County",2013,1843581,
MI-507,"Portage,Kalamazoo City & County",2014,1821537,1360350
MI-507,"Portage, Kalamazoo City & County",2015,1834356,1334907
MI-507,"Portage, Kalamazoo City & County",2016,1722824,1407358
MI-507,"Portage, Kalamazoo City & County",2017,1678449,1428360
MI-507,"Portage, Kalamazoo City & County",2018,1644924,1531060
MI-507,"Portage,Kalamazoo City & County",2019,1623334,1503216
MI-508,"Lansing,East Lansing,Ingham County",2012,2081503,2081503
MI-508,"Lansing,East Lansing,Ingham County",2013,2167604,
MI-508,"Lansing,East Lansing,Ingham County",2014,2047200,1577543
MI-508,"Lansing, East Lansing,Ingham County",2015,2187612,1553129
MI-508,"Lansing, East Lansing,Ingham County",2016,2500986,1660261
MI-508,"Lansing, East Lansing,Ingham County",2017,2476529,1713547
MI-508,"Lansing, East Lansing,Ingham County",2018,2427581,1839168
MI-508,"Lansing,East Lansing,Ingham County",2019,2478509,1827890
MI-509,"Ann Arbor,Washtenaw County",2012,4181562,4181562
MI-509,"Ann Arbor,Washtenaw County",2013,4286865,
MI-509,"Ann Arbor,Washtenaw County",2014,4370840,1389192
MI-509,Washtenaw County,2015,5050887,1233622
MI-509,Washtenaw County,2016,5566885,1338727
MI-509,Washtenaw County,2017,5566884,1399994
MI-509,Washtenaw County,2018,5588663,1496742
MI-509,"Ann Arbor,Washtenaw County",2019,5806240,1545792
MI-510,Saginaw City & County,2012,1757571,1757571
MI-510,Saginaw City & County,2013,1790737,
MI-510,Saginaw City & County,2014,1857694,1713720
MI-510,Saginaw City & County,2015,1843373,1620470
MI-510,Saginaw City & County,2016,1806174,1716356
MI-510,Saginaw City & County,2017,1806174,1748169
MI-510,Saginaw City & County,2018,1884846,1853981
MI-510,Saginaw City & County,2019,2039269,1832618
MI-511,Lenawee County,2012,145103,173454
MI-511,Lenawee County,2013,140381,
MI-511,Lenawee County,2014,112829,216081
MI-511,Lenawee County,2015,108758,216296
MI-511,Lenawee County,2016,108386,226569
MI-511,Lenawee County,2017,100799,230098
MI-511,Lenawee County,2018,103011,247984
MI-511,Lenawee County,2019,103083,250110
MI-512,"Grand Traverse, Antrim, Leelanau Counties",2012,668457,668457
MI-512,"Grand Traverse, Antrim, Leelanau Counties",2013,680267,
MI-512,"Grand Traverse, Antrim, Leelanau Counties",2014,648475,299074
MI-512,"Grand Traverse, Antrim, Leelanau Counties",2015,650311,310500
MI-512,"Grand Traverse, Antrim, Leelanau Counties",2016,669517,327402
MI-512,"Grand Traverse, Antrim,Leelanau Counties",2017,655841,345734
MI-512,"Grand Traverse, Antrim, Leelanau Counties",2018,672325,367470
MI-512,"Grand Traverse, Antrim, Leelanau Counties",2019,1328607,347290
MI-513,"Marquette, Alger Counties",2012,245723,245723
MI-513,"Marquette, Alger Counties",2013,246083,
MI-513,"Marquette, Alger Counties",2014,233808,175888
MI-513,"Marquette, Alger Counties",2015,229132,172899
MI-513,"Marquette, Alger Counties",2016,141900,190597
MI-513,"Marquette, Alger Counties",2017,131967,196036
MI-513,"Marquette, Alger Counties",2018,124049,211170
MI-513,"Marquette, Alger Counties",2019,125785,212897
MI-514,"Battle Creek,Calhoun County",2012,422990,422990
MI-514,"Battle Creek,Calhoun County",2013,416579,
MI-514,"Battle Creek,Calhoun County",2014,416579,181605
MI-514,"Battle Creek,Calhoun County",2015,364610,462452
MI-514,"Battle Creek,Calhoun County",2016,312799,481768
MI-514,"Battle Creek,Calhoun County",2017,290903,494452
MI-514,"Battle Creek,Calhoun County",2018,297131,525248
MI-514,"Battle Creek,Calhoun County",2019,288659,530382
MI-515,Monroe City & County,2012,162082,253808
MI-515,Monroe City & County,2013,162878,
MI-515,Monroe City & County,2014,162878,272619
MI-515,Monroe City & County,2015,162878,295298
MI-515,Monroe City & County,2016,139126,320990
MI-515,Monroe City & County,2017,129387,336662
MI-515,Monroe City & County,2018,131448,362513
MI-515,Monroe City & County,2019,125684,349335
MI-516,"Norton Shores,Muskegon City & County",2012,471179,471179
MI-516,"Norton Shores,Muskegon City & County",2013,496904,
MI-516,"Norton Shores,Muskegon City & County",2014,504920,508491
MI-516,"Norton Shores, Muskegon City & County",2015,527006,523686
MI-516,"Norton Shores, Muskegon City & County",2016,562063,565051
MI-516,"Norton Shores, Muskegon City & County",2017,555032,591071
MI-516,"Norton Shores, Muskegon City & County",2018,554978,626365
MI-516,"Norton Shores,Muskegon City & County",2019,577871,607251
MI-517,Jackson City & County,2012,816872,816872
MI-517,Jackson City & County,2013,827133,
MI-517,Jackson City & County,2014,848800,480838
MI-517,Jackson City & County,2015,869318,502555
MI-517,Jackson City & County,2016,879670,531783
MI-517,Jackson City & County,2017,818093,541869
MI-517,Jackson City & County,2018,822159,579838
MI-517,Jackson City & County,2019,824043,555336
MI-518,Livingston County,2012,220736,220736
MI-518,Livingston County,2013,230560,
MI-518,Livingston County,2014,235318,216833
MI-518,Livingston County,2015,230611,205969
MI-518,Livingston County,2016,212627,212606
MI-518,Livingston County,2017,212627,214121
MI-518,Livingston County,2018,224593,231239
MI-518,Livingston County,2019,232273,237005
MI-519,"Holland,Ottawa County",2012,916160,916160
MI-519,"Holland,Ottawa County",2013,908417,
MI-519,"Holland,Ottawa County",2014,915322,403661
MI-519,"Holland,Ottawa County",2015,978707,456841
MI-519,"Holland,Ottawa County",2016,987803,502917
MI-519,"Holland,Ottawa County",2017,987803,529419
MI-519,"Holland,Ottawa County",2018,1017251,536174
MI-519,"Holland,Ottawa County",2019,1129896,542194
MI-523,Eaton County,2012,823034,823034
MI-523,Eaton County,2013,808453,
MI-523,Eaton County,2014,758325,159541
MI-523,Eaton County,2015,741433,162817
MI-523,Eaton County,2016,872920,170772
MI-523,Eaton County,2017,903062,177240
MI-523,Eaton County,2018,900050,193509
MI-523,Eaton County,2019,967000,191025
MN-500,"Minneapolis,Hennepin County",2012,9034797,9034797
MN-500,"Minneapolis,Hennepin County",2013,9242052,
MN-500,"Minneapolis,Hennepin County",2014,9662531,9220803
MN-500,"Minneapolis,Hennepin County",2015,10213070,9188833
MN-500,"Minneapolis,Hennepin County",2016,11802564,9681568
MN-500,"Minneapolis,Hennepin County",2017,11573897,9883287
MN-500,"Minneapolis,Hennepin County",2018,11960459,10566519
MN-500,"Minneapolis,Hennepin County",2019,12709265,10620823
MN-501,"Saint Paul,Ramsey County",2012,5630527,5630527
MN-501,"Saint Paul,Ramsey County",2013,5732283,
MN-501,"Saint Paul,Ramsey County",2014,6011981,4632375
MN-501,"St. Paul,Ramsey County",2015,6313350,4651827
MN-501,"St. Paul,Ramsey County",2016,6773514,4923694
MN-501,"St. Paul,Ramsey County",2017,7217018,5089367
MN-501,"St. Paul,Ramsey County",2018,6966364,5441329
MN-501,"Saint Paul,Ramsey County",2019,6793228,5331074
MN-502,"Rochester,Southeast Minnesota",2012,1675126,1675126
MN-502,"Rochester,Southeast Minnesota",2013,1929761,
MN-502,"Rochester,Southeast Minnesota",2014,2032333,1404119
MN-502,"Rochester,Southeast Minnesota",2015,1980159,1429119
MN-502,"Rochester,Southeast Minnesota",2016,1972892,1498805
MN-502,"Rochester,Southeast Minnesota",2017,2071465,1538639
MN-502,"Rochester,SoutheastMinnesota",2018,2134136,1636029
MN-502,"Rochester,Southeast Minnesota",2019,2166612,1637872
MN-503,"Dakota, Anoka, Washington, Scott, Carver Counties",2012,2762278,2762278
MN-503,"Dakota, Anoka, Washington, Scott, Carver Counties",2013,2726564,
MN-503,"Dakota, Anoka, Washington, Scott, Carver Counties",2014,3001966,1182555
MN-503,"Dakota, Anoka, Washington, Scott, Carver Counties",2015,3126007,1971470
MN-503,"Dakota, Anoka, Washington, Scott, Carver Counties",2016,3662015,2111055
MN-503,"Dakota, Anoka, Washington,Scott, Carver Counties",2017,3665103,2260470
MN-503,"Dakota, Anoka, Washington, Scott, CarverCounties",2018,3819588,2418625
MN-503,"Dakota, Anoka, Washington, Scott, Carver Counties",2019,3753553,2443074
MN-504,Northeast Minnesota,2012,323610,323610
MN-504,Northeast Minnesota,2013,352976,
MN-504,Northeast Minnesota,2014,432528,262476
MN-504,Northeast Minnesota,2015,435831,247443
MN-504,Northeast Minnesota,2016,416059,265307
MN-504,Northeast Minnesota,2017,429046,276846
MN-504,Northeast Minnesota,2018,431158,316141
MN-504,Northeast Minnesota,2019,447383,320058
MN-505,"St. Cloud,Central Minnesota",2012,1183371,1183371
MN-505,"St. Cloud,Central Minnesota",2013,1311073,
MN-505,"St. Cloud,Central Minnesota",2014,1320136,1243674
MN-505,"St. Cloud,Central Minnesota",2015,1325789,1219728
MN-505,"St. Cloud,Central Minnesota",2016,1357329,1296109
MN-505,"St. Cloud,Central Minnesota",2017,1365513,1342565
MN-505,"St.Cloud,Central Minnesota",2018,1348207,1437047
MN-505,"St. Cloud,Central Minnesota",2019,1549831,1437904
MN-506,Northwest Minnesota,2012,473553,473553
MN-506,Northwest Minnesota,2013,569562,
MN-506,Northwest Minnesota,2014,647645,413444
MN-506,Northwest Minnesota,2015,670555,412304
MN-506,Northwest Minnesota,2016,652918,424065
MN-506,Northwest Minnesota,2017,652918,436540
MN-506,Northwest Minnesota,2018,672592,461530
MN-506,Northwest Minnesota,2019,715845,455631
MN-508,"Moorhead,West Central Minnesota",2012,733774,733774
MN-508,"Moorhead,West Central Minnesota",2013,747470,
MN-508,"Moorhead,West Central Minnesota",2014,781018,439626
MN-508,"Moorhead,West Central Minnesota",2015,800339,458113
MN-508,"Moorhead,West Central Minnesota",2016,838859,475548
MN-508,"Moorhead,West Central Minnesota",2017,798835,500765
MN-508,"Moorhead,West Central Minnesota",2018,801583,532546
MN-508,"Moorhead,West Central Minnesota",2019,839395,520013
MN-509,"Duluth,Saint Louis County",2012,2636047,2636047
MN-509,"Duluth,Saint Louis County",2013,2898769,
MN-509,"Duluth,Saint Louis County",2014,2988641,2681943
MN-509,"Duluth,St. Louis County",2015,3125991,2723365
MN-509,"Duluth,St. Louis County",2016,3059038,2903756
MN-509,"Duluth,St. Louis County",2017,2953596,2999126
MN-509,"Duluth,St. Louis County",2018,2963567,3206383
MN-509,"Duluth,Saint Louis County",2019,3181358,3146683
MN-511,Southwest Minnesota,2012,830496,830496
MN-511,Southwest Minnesota,2013,879897,
MN-511,Southwest Minnesota,2014,886825,656243
MN-511,Southwest Minnesota,2015,932031,666778
MN-511,Southwest Minnesota,2016,956062,688769
MN-511,Southwest Minnesota,2017,956062,710828
MN-511,Southwest Minnesota,2018,969625,757861
MN-511,Southwest Minnesota,2019,1077534,741286
MO-500,St. Louis County,2012,1932378,2761733
MO-500,St. Louis County,2013,1020002,
MO-500,St. Louis County,2014,1287664,3178875
MO-500,St. Louis County,2015,1636913,3249509
MO-500,St. Louis County,2016,1977191,3621671
MO-500,St. Louis County,2017,1838788,3838907
MO-500,St. Louis County,2018,1928309,4104249
MO-500,St. Louis County,2019,1929953,4173034
MO-501,St. Louis City,2012,9696591,9696591
MO-501,St. Louis City,2013,11828441,
MO-501,St. Louis City,2014,10621018,11695772
MO-501,St. Louis,2015,10309830,11229730
MO-501,St. Louis,2016,10973619,11861551
MO-501,St. Louis,2017,11051238,12143827
MO-501,St. Louis City,2018,11487718,12983036
MO-501,St. Louis City,2019,12104511,13043904
MO-503,"St. Charles, Lincoln, Warren Counties",2012,302462,323356
MO-503,"St. Charles, Lincoln, Warren Counties",2013,313767,
MO-503,"St. Charles, Lincoln, Warren Counties",2014,273602,402221
MO-503,"St. Charles City & County, Lincoln, Warren Counties",2015,273602,424806
MO-503,"St. Charles City & County, Lincoln, Warren Counties",2016,279482,461495
MO-503,"St. Charles City & County,Lincoln, Warren Counties",2017,273602,486504
MO-503,"St. Charles City & County, Lincoln, WarrenCounties",2018,334324,526429
MO-503,"St. Charles, Lincoln, Warren Counties",2019,373882,531360
MO-600,"Springfield,Greene, Christian, Webster Counties",2012,972526,972526
MO-600,"Springfield,Greene, Christian, Webster Counties",2013,945455,
MO-600,"Springfield,Greene, Christian, Webster Counties",2014,944279,572241
MO-600,"Springfield,Greene, Christian, Webster Counties",2015,947138,611175
MO-600,"Springfield,Greene, Christian, Webster Counties",2016,885539,662622
MO-600,"Springfield,Greene, Christian,Webster Counties",2017,923106,689131
MO-600,"Springfield,Greene, Christian, WebsterCounties",2018,950006,745029
MO-600,"Springfield,Greene, Christian, Webster Counties",2019,1045226,756118
MO-602,"Joplin,Jasper, Newton Counties",2012,618856,618856
MO-602,"Joplin,Jasper, Newton Counties",2013,622420,
MO-602,"Joplin,Jasper, Newton Counties",2014,604428,364971
MO-602,"Joplin,Jasper, Newton Counties",2015,596637,371398
MO-602,"Joplin,Jasper, Newton Counties",2016,533918,376281
MO-602,"Joplin,Jasper, Newton Counties",2017,533918,381045
MO-602,"Joplin,Jasper, Newton Counties",2018,560852,392583
MO-602,"Joplin,Jasper, Newton Counties",2019,609142,382756
MO-603,"St. Joseph,Andrew, Buchanan, DeKalb Counties",2012,1060685,1060685
MO-603,"St. Joseph,Andrew, Buchanan, DeKalb Counties",2013,1136340,
MO-603,"St. Joseph,Andrew, Buchanan, DeKalb Counties",2014,1219717,992473
MO-603,"St. Joseph,Andrew, Buchanan, DeKalb Counties",2015,1196401,968675
MO-603,"St. Joseph,Andrew, Buchanan, DeKalb Counties",2016,1221712,1053599
MO-603,"St. Joseph,Andrew, Buchanan,DeKalb Counties",2017,1221712,1098872
MO-603,"St.Joseph,Andrew,Buchanan, DeKalb Counties",2018,1239738,1176757
MO-603,"St. Joseph,Andrew, Buchanan, DeKalb Counties",2019,1393131,1229578
MO-604,"Kansas City,Independence, Lee's Summit,Jackson County",2012,9051154,9051154
MO-604,"Kansas City,Independence, Lee's Summit,Jackson County",2013,9540532,
MO-604,"Kansas City,Independence, Lee's Summit,Jackson County",2014,10138326,5704697
MO-604,"Kansas City, Independence, Lee's Summit,Jackson County",2015,10452874,5543706
MO-604,"Kansas City, Independence, Lee's Summit,Jackson County",2016,12988559,7337358
MO-604,"Kansas City (MO&KS),Independence, Lee’s Summit,Jackson,Wyandotte Counties",2017,12627646,7494130
MO-604,"Kansas City (MO&KS), Independence,Lee’s Summit,Jackson, Wyandotte Counties",2018,13302621,8024793
MO-604,"Kansas City,Independence, Lee's Summit,Jackson County",2019,13142804,7918200
MO-606,Missouri Balance of State,2012,6004415,6004415
MO-606,Missouri Balance of State,2013,4758398,
MO-606,Missouri Balance of State,2014,4944617,4800781
MO-606,Missouri Balance of State,2015,4734312,4832923
MO-606,Missouri Balance of State,2016,4618103,5090879
MO-606,Missouri Balance of State,2017,4862407,5323742
MO-606,Missouri Balance of State,2018,4978996,5617675
MO-606,Missouri Balance of State,2019,4779809,5632860
MP-500,Northern Mariana Islands,2017,0,437827
MP-500,Northern Mariana Islands,2019,0,466107
MS-500,"Jackson,Rankin, Madison Counties",2012,1662897,1817078
MS-500,"Jackson,Rankin, Madison Counties",2013,1828842,
MS-500,"Jackson,Rankin, Madison Counties",2014,1513942,1958145
MS-500,"Jackson,Rankin, Madison Counties",2015,1518766,1859407
MS-500,"Jackson,Rankin, Madison Counties",2016,1320188,1968942
MS-500,"Jackson,Rankin, Madison Counties",2017,1257665,2030479
MS-500,"Jackson,Rankin, Madison Counties",2018,1275023,2163249
MS-500,"Jackson,Rankin, Madison Counties",2019,1368126,2144904
MS-501,Mississippi Balance of State,2012,3310591,4375830
MS-501,Mississippi Balance of State,2013,3515581,
MS-501,Mississippi Balance of State,2014,3306798,4797325
MS-501,Mississippi Balance of State,2015,3226170,4584403
MS-501,Mississippi Balance of State,2016,2973629,4943636
MS-501,Mississippi Balance of State,2017,2873672,5118993
MS-501,Mississippi Balance of State,2018,2804711,5495656
MS-501,Mississippi Balance of State,2019,2750174,5402850
MS-503,"Gulf Port,Gulf Coast",2012,688647,813976
MS-503,"Gulf Port,Gulf Coast",2013,736128,
MS-503,"Gulf Port,Gulf Coast",2014,716687,905274
MS-503,"Gulf Port,Gulf Coast",2015,715967,886290
MS-503,"Gulf Port,Gulf Coast",2016,737401,938438
MS-503,"Gulf Port,Gulf Coast",2017,784323,985011
MS-503,"Gulf Port,Gulf Coast",2018,805392,1043444
MS-503,"Gulf Port,Gulf Coast",2019,799342,1041683
MT-500,Montana Statewide,2012,1323112,1650396
MT-500,Montana Statewide,2013,2755398,
MT-500,Montana Statewide,2014,2767004,1866495
MT-500,Montana Statewide,2015,2701734,1912204
MT-500,Montana Statewide,2016,2332717,1997290
MT-500,Montana Statewide,2017,2464570,2082245
MT-500,Montana Statewide,2018,2434677,2227900
MT-500,Montana Statewide,2019,2608739,2213493
NC-500,"Winston Salem,Forsyth County",2012,1703785,1703785
NC-500,"Winston Salem,Forsyth County",2013,1825831,
NC-500,"Winston Salem,Forsyth County",2014,1884946,1447906
NC-500,"Winston-Salem,Forsyth County",2015,1896356,1459831
NC-500,"Winston-Salem,Forsyth County",2016,1847338,1581510
NC-500,"Winston-Salem,Forsyth County",2017,1841471,1671713
NC-500,"Winston- Salem,Forsyth County",2018,1956291,1792751
NC-500,"Winston Salem,Forsyth County",2019,2168503,1808728
NC-501,"Asheville,Buncombe County",2012,1054469,1054469
NC-501,"Asheville,Buncombe County",2013,1117689,
NC-501,"Asheville,Buncombe County",2014,1060093,476485
NC-501,"Asheville,Buncombe County",2015,1196396,489905
NC-501,"Asheville,Buncombe County",2016,1170932,536845
NC-501,"Asheville,Buncombe County",2017,1170932,550821
NC-501,"Asheville,Buncombe County",2018,1254274,590435
NC-501,"Asheville,Buncombe County",2019,1238651,599854
NC-502,Durham City & County,2012,752191,975392
NC-502,Durham City & County,2013,990256,
NC-502,Durham City & County,2014,1048876,1183873
NC-502,Durham City & County,2015,1125456,1252158
NC-502,Durham City & County,2016,1284867,1359793
NC-502,Durham City & County,2017,1208231,1431830
NC-502,Durham City & County,2018,1247410,1526985
NC-502,Durham City & County,2019,1415325,1520756
NC-503,North Carolina Balance of State,2012,4595203,7409258
NC-503,North Carolina Balance of State,2013,5131738,
NC-503,North Carolina Balance of State,2014,5696021,9453433
NC-503,North Carolina Balance of State,2015,6815972,9803384
NC-503,North Carolina Balance of State,2016,7888001,10511445
NC-503,North Carolina Balance of State,2017,8267704,10912813
NC-503,North Carolina Balance of State,2018,8388382,11659367
NC-503,North Carolina Balance of State,2019,8583575,11648394
NC-504,"Greensboro,High Point",2012,1722511,1722511
NC-504,"Greensboro,High Point",2013,1768826,
NC-504,"Greensboro,High Point",2014,1826698,1650826
NC-504,"Greensboro, High Point",2015,1798751,1678323
NC-504,"Greensboro, High Point",2016,1857780,1796626
NC-504,"Greensboro, High Point",2017,1950669,1928084
NC-504,"Greensboro, High Point",2018,1702789,2069578
NC-504,"Greensboro,High Point",2019,2127921,2039879
NC-505,"Charlotte,Mecklenburg County",2012,3791055,3791055
NC-505,"Charlotte,Mecklenburg County",2013,3797482,
NC-505,"Charlotte,Mecklenburg County",2014,3663224,3185957
NC-505,"Charlotte,Mecklenburg County",2015,3805494,3523396
NC-505,"Charlotte,Mecklenburg County",2016,3540799,3903529
NC-505,"Charlotte,Mecklenburg County",2017,3542090,4237466
NC-505,"Charlotte,Mecklenburg County",2018,3685454,4530473
NC-505,"Charlotte,Mecklenburg County",2019,3953290,4597945
NC-506,"Wilmington,Brunswick, New Hanover, Pender Counties",2012,733326,733326
NC-506,"Wilmington,Brunswick, New Hanover, Pender Counties",2013,771019,
NC-506,"Wilmington,Brunswick, New Hanover, Pender Counties",2014,831330,555651
NC-506,"Wilmington,Brunswick, New Hanover, Pender Counties",2015,759439,598143
NC-506,"Wilmington,Brunswick, New Hanover, Pender Counties",2016,648502,656768
NC-506,"Wilmington,Brunswick, New Hanover, Pender Counties",2017,648502,700907
NC-506,"Wilmington,Brunswick, New Hanover, Pender Counties",2018,656683,755906
NC-506,"Wilmington,Brunswick, New Hanover, Pender Counties",2019,672648,774924
NC-507,"Raleigh,Wake County",2012,2610630,2610630
NC-507,"Raleigh,Wake County",2013,2611039,
NC-507,"Raleigh,Wake County",2014,2490850,2805868
NC-507,"Raleigh,Wake County",2015,2739016,2955605
NC-507,"Raleigh,Wake County",2016,2870762,3286615
NC-507,"Raleigh,Wake County",2017,3133932,3485163
NC-507,"Raleigh,Wake County",2018,3247452,3726138
NC-507,"Raleigh,Wake County",2019,3334815,3920536
NC-509,"Gastonia,Cleveland, Gaston, Lincoln Counties",2012,854856,854856
NC-509,"Gastonia,Cleveland, Gaston, Lincoln Counties",2013,931379,
NC-509,"Gastonia,Cleveland, Gaston, Lincoln Counties",2014,875747,681582
NC-509,"Gastonia,Cleveland, Gaston, Lincoln Counties",2015,818631,727777
NC-509,"Gastonia,Cleveland, Gaston, Lincoln Counties",2016,811958,779491
NC-509,"Gastonia,Cleveland, Gaston,Lincoln Counties",2017,811117,797861
NC-509,"Gastonia,Cleveland, Gaston, Lincoln Counties",2018,779167,873006
NC-509,"Gastonia,Cleveland, Gaston, Lincoln Counties",2019,777535,882363
NC-511,"Fayetteville,Cumberland County",2012,795322,795322
NC-511,"Fayetteville,Cumberland County",2013,816914,
NC-511,"Fayetteville,Cumberland County",2014,806572,557927
NC-511,"Fayetteville,Cumberland County",2015,806572,525697
NC-511,"Fayetteville,Cumberland County",2016,698580,551341
NC-511,"Fayetteville,Cumberland County",2017,698580,565252
NC-511,"Fayetteville,Cumberland County",2018,703508,604789
NC-511,"Fayetteville,Cumberland County",2019,703004,602649
NC-513,"Chapel Hill,Orange County",2012,452329,452329
NC-513,"Chapel Hill,Orange County",2013,547494,
NC-513,"Chapel Hill,Orange County",2014,549768,216680
NC-513,"Chapel Hill,Orange County",2015,568053,239315
NC-513,"Chapel Hill,Orange County",2016,608299,259317
NC-513,"Chapel Hill,Orange County",2017,638714,261958
NC-513,"Chapel Hill,Orange County",2018,664478,269936
NC-513,"Chapel Hill,Orange County",2019,680285,266545
NC-516,Northwest North Carolina,2012,282626,335951
NC-516,Northwest North Carolina,2013,286529,
NC-516,Northwest North Carolina,2014,275153,460544
NC-516,Northwest North Carolina,2015,270648,476011
NC-516,Northwest North Carolina,2016,273671,505452
NC-516,Northwest North Carolina,2017,273671,542714
NC-516,Northwest North Carolina,2018,273671,571920
NC-516,Northwest North Carolina,2019,338633,567859
ND-500,North Dakota Statewide,2012,2130854,2130854
ND-500,North Dakota Statewide,2013,2060027,
ND-500,North Dakota Statewide,2014,2134427,1251053
ND-500,North Dakota Statewide,2015,2143947,1244984
ND-500,North Dakota Statewide,2016,1983324,1310498
ND-500,North Dakota Statewide,2017,1844491,1359665
ND-500,North Dakota Statewide,2018,1761303,1454775
ND-500,North Dakota Statewide,2019,1823945,1469707
NE-500,Nebraska Balance of State,2012,1747003,2003182
NE-500,Nebraska Balance of State,2013,1940767,
NE-500,Nebraska Balance of State,2014,1899324,2324102
NE-500,Nebraska Balance of State,2015,1916473,2256651
NE-500,Nebraska Balance of State,2016,1955886,2375460
NE-500,Nebraska Balance of State,2017,1955886,2416222
NE-500,Nebraska Balance of State,2018,1989734,2581208
NE-500,Nebraska Balance of State,2019,1965426,2563508
NE-501,"Omaha,Council Bluffs",2012,3462452,3462452
NE-501,"Omaha,Council Bluffs",2013,3696745,
NE-501,"Omaha,Council Bluffs",2014,3697177,3755975
NE-501,"Omaha, Council Bluffs",2015,3740348,3559703
NE-501,"Omaha, Council Bluffs",2016,4112048,3750326
NE-501,"Omaha, Council Bluffs",2017,4109437,3877367
NE-501,"Omaha, Council Bluffs",2018,4543509,4154496
NE-501,"Omaha,Council Bluffs",2019,4556397,4251333
NE-502,Lincoln,2012,1932278,1932278
NE-502,Lincoln,2013,1961670,
NE-502,Lincoln,2014,1924873,1089290
NE-502,Lincoln,2015,1924873,1124733
NE-502,Lincoln,2016,2172929,1165368
NE-502,Lincoln,2017,2191955,1281877
NE-502,Lincoln,2018,2256141,1370462
NE-502,Lincoln,2019,2304944,1342023
NH-500,New Hampshire Balance of State,2012,3085042,3085042
NH-500,New Hampshire Balance of State,2013,3299704,
NH-500,New Hampshire Balance of State,2014,3341135,2065588
NH-500,New Hampshire Balance of State,2015,3449822,2121004
NH-500,New Hampshire Balance of State,2016,3452510,2257819
NH-500,New Hampshire Balance of State,2017,3625136,2338483
NH-500,New Hampshire Balance of State,2018,3751496,2509441
NH-500,New Hampshire Balance of State,2019,4081308,2513546
NH-501,Manchester,2012,1196691,1196691
NH-501,Manchester,2013,1283369,
NH-501,Manchester,2014,1268410,1111083
NH-501,Manchester,2015,1268410,1117198
NH-501,Manchester,2016,1499846,1218239
NH-501,Manchester,2017,1499846,1251117
NH-501,Manchester,2018,1479307,1337576
NH-501,Manchester,2019,1499438,1343582
