coc_number,year,giw_hmis_leasing_budget,giw_hmis_rental_assistance_budget,giw_hmis_supportive_services_budget,giw_hmis_operating_budget,giw_hmis_hmis_budget,giw_hmis_administration_budget,giw_hmis_annual_renewal_amount,giw_joint_th_ph_rrh_leasing_budget,giw_joint_th_ph_rrh_rental_assistance_budget,giw_joint_th_ph_rrh_supportive_services_budget,giw_joint_th_ph_rrh_operating_budget,giw_joint_th_ph_rrh_hmis_budget,giw_joint_th_ph_rrh_administration_budget,giw_joint_th_ph_rrh_annual_renewal_amount,giw_ph_leasing_budget,giw_ph_rental_assistance_budget,giw_ph_supportive_services_budget,giw_ph_operating_budget,giw_ph_hmis_budget,giw_ph_administration_budget,giw_ph_annual_renewal_amount,giw_sh_leasing_budget,giw_sh_rental_assistance_budget,giw_sh_supportive_services_budget,giw_sh_operating_budget,giw_sh_hmis_budget,giw_sh_administration_budget,giw_sh_annual_renewal_amount,giw_sso_leasing_budget,giw_sso_rental_assistance_budget,giw_sso_supportive_services_budget,giw_sso_operating_budget,giw_sso_hmis_budget,giw_sso_administration_budget,giw_sso_annual_renewal_amount,giw_sso_non_ce_leasing_budget,giw_sso_non_ce_rental_assistance_budget,giw_sso_non_ce_supportive_services_budget,giw_sso_non_ce_operating_budget,giw_sso_non_ce_hmis_budget,giw_sso_non_ce_administration_budget,giw_sso_non_ce_annual_renewal_amount,giw_th_leasing_budget,giw_th_rental_assistance_budget,giw_th_supportive_services_budget,giw_th_operating_budget,giw_th_hmis_budget,giw_th_administration_budget,giw_th_annual_renewal_amount
NM-501,2017,false,false,false,false,153265,10449,163714,0,0,0,0,0,0,0,198669,2972988,663811,130053,46083,237176.96,4248780.96,0,false,0,0,0,0,0,0,false,139140,0,0,9736,148876,,,,,,,,9048,0,139774,209763,0,20670,379255
NM-501,2018,false,false,false,false,153265,10449,163714,0,0,0,0,0,0,0,200656,3011208,672867,131354,46083,224556,4286724,0,false,0,0,0,0,0,0,false,139140,0,0,9736,148876,,,,,,,,9048,0,139774,209763,0,20670,379255
NV-500,2017,false,false,false,false,495000,9900,504900,0,0,0,0,0,0,0,894488,7073400,2226567,288130,0,699082,11181667,0,false,98655,209394,0,21563,329612,0,false,0,0,0,0,0,,,,,,,,183468,0,658944,193835,0,42816,1079063
NV-500,2018,false,false,false,false,850254,9900,860154,205740,858336,402795,0,0,97389,1564260,568284,6037236,1758674,229145,0,575338,9168677,0,false,98655,209394,0,21563,329612,0,false,184093,0,0,18409,202502,,,,,,,,183468,0,658944,193835,0,42816,1079063
NV-501,2017,false,false,false,false,116977,5845,122822,0,0,0,0,0,0,0,0,1262328,178768,0,0,87832,1528928,0,false,0,0,0,0,0,0,false,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0
NV-501,2018,false,false,false,false,116977,5845,122822,0,0,0,0,0,0,0,0,1225200,185380,0,0,90806,1501386,0,false,0,0,0,0,0,0,false,30000,0,0,0,30000,,,,,,,,0,0,0,0,0,0,0
NV-502,2017,false,false,false,false,74610,3731,78341,0,0,0,0,0,0,0,19404,339540,98629,29970,0,9111,496654,0,false,0,0,0,0,0,0,false,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0
NV-502,2018,false,false,false,false,74610,3731,78341,0,0,0,0,0,0,0,23160,276480,81915,29970,0,9980,421505,0,false,0,0,0,0,0,0,false,36111,0,0,3518,39629,,,,,,,,0,0,0,0,0,0,0
NY-500,2017,false,false,false,false,235402,16478,251880,0,0,0,0,0,0,0,950356,7099356,1304047,505485,40863,648016,10548123,0,false,0,0,0,0,0,0,false,0,0,0,0,0,,,,,,,,46200,0,288611,340565,0,47266,722642
NY-500,2018,false,false,false,false,235402,16478,251880,0,35376,200884,29215,0,12735,278210,1071210,7047804,1527477,506745,43263,633572,10830071,0,false,0,0,0,0,0,0,false,236096,0,0,16526,252622,,,,,,,,46200,0,125975,264499,0,30567,467241
NY-501,2017,false,false,false,false,93513,6545,100058,0,0,0,0,0,0,0,300156,748380,188626,11827,9590,56579,1315158,0,false,0,0,0,0,0,0,false,0,0,0,0,0,,,,,,,,44016,0,19600,0,0,4033,67649
NY-501,2018,false,false,false,false,93513,6545,100058,0,0,0,0,0,0,0,300156,762816,188626,11827,9590,56579,1329594,0,false,0,0,0,0,0,0,false,0,0,0,0,0,,,,,,,,44016,0,19600,0,0,4033,67649
NY-503,2017,false,false,false,false,76817,5614,82431,0,0,0,0,0,0,0,866215,2435400,538616,365541,0,252130,4457902,0,false,0,0,0,0,0,0,false,21285,0,0,1000,22285,,,,,,,,14352,0,38175,303570,0,22890,378987
NY-503,2018,false,false,false,false,76817,5614,82431,0,47616,10732,0,0,2000,60348,871426,2412288,546300,360330,0,250033,4440377,0,false,0,0,0,0,0,0,false,37182,0,0,1000,38182,,,,,,,,0,0,0,295427,0,18672,314099
NY-504,2017,false,false,false,false,0,0,0,0,0,0,0,0,0,0,82315,103764,102366,12150,2300,16331,319226,0,false,0,0,0,0,0,0,false,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0
NY-504,2018,false,false,false,false,0,0,0,0,0,0,0,0,0,0,82315,103284,102366,12150,2300,16331,318746,0,false,0,0,0,0,0,0,false,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0
NY-505,2017,false,false,false,false,203607,12546,216153,0,0,0,0,0,0,0,3378322,1470672,1735213,994604,4870,539477,8123158,0,false,0,0,0,0,0,0,false,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0
NY-505,2018,false,false,false,false,172516,11864,184380,0,0,0,0,0,0,0,3390619,1443696,1849723,1000208,4870,602468,8291584,0,false,0,0,0,0,0,0,false,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0
NY-507,2017,false,false,false,false,28572,1999,30571,0,0,0,0,0,0,0,711215,1610724,376505,655090,0,206373,3559907,0,false,0,0,0,0,0,0,false,96425,0,0,6196,102621,,,,,,,,0,0,131323,26693,0,11049,169065
NY-507,2018,false,false,false,false,28572,1999,30571,0,0,0,0,0,0,0,711215,1608540,376505,655090,0,206373,3557723,0,false,0,0,0,0,0,0,false,96425,0,0,6196,102621,,,,,,,,0,0,131323,26693,0,11049,169065
NY-508,2017,false,false,false,false,196500,13755,210255,0,0,0,0,0,0,0,1207292,5449968,2421967,696443,0,629877,10405547,0,false,227680,180017,0,28538,436235,0,false,179867,0,0,12591,192458,,,,,,,,0,0,40000,24207,0,4494,68701
NY-508,2018,false,false,false,false,191141,19114,210255,0,0,0,0,0,0,0,1153619,5874420,2367230,731904,0,620977,10748150,0,false,227680,180017,0,28538,436235,0,false,179867,0,0,12591,192458,,,,,,,,0,0,40000,24207,0,4494,68701
NY-510,2017,false,false,false,false,0,0,0,0,0,0,0,0,0,0,0,0,122224,50126,0,13445,185795,0,false,0,0,0,0,0,0,false,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0
NY-510,2018,false,false,false,false,0,0,0,0,0,0,0,0,0,0,0,0,135610,57985,0,15545,209140,0,false,0,0,0,0,0,0,false,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0
NY-511,2017,false,false,false,false,170338,9959,180297,0,0,0,0,0,0,0,0,654816,240470,255890,3440,44447,1199063,0,false,0,0,0,0,0,0,false,133620,0,0,13360,146980,,,,,,,,0,0,0,0,0,0,0
NY-511,2018,false,false,false,false,170338,9959,180297,0,0,0,0,0,0,0,0,949824,191151,49376,3440,70587,1264378,0,false,0,0,0,0,0,0,false,133620,0,0,13360,146980,,,,,,,,0,0,0,0,0,0,0
NY-512,2017,false,false,false,false,15874,1109,16983,0,0,0,0,0,0,0,71979,2138904,649586,74082,0,164564,3099115,0,false,0,0,0,0,0,0,false,77029,0,0,5519,82548,,,,,,,,0,0,0,0,0,0,0
NY-512,2018,false,false,false,false,15874,1109,16983,0,0,0,0,0,0,0,71979,2160072,649586,74082,0,164564,3120283,0,false,0,0,0,0,0,0,false,75588,0,0,6960,82548,,,,,,,,0,0,0,0,0,0,0
NY-513,2017,false,false,false,false,19813,1372,21185,0,0,0,0,0,0,0,78497,114240,8275,7701,0,13621,222334,0,false,0,0,0,0,0,0,false,0,0,0,0,0,,,,,,,,21230,0,0,23767,0,3146,48143
NY-513,2018,false,false,false,false,19813,1372,21185,21240,0,0,23757,0,3126,48123,83207,121128,8275,8163,0,13621,234394,0,false,0,0,0,0,0,0,false,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0
NY-514,2017,false,false,false,false,19070,1906,20976,0,0,0,0,0,0,0,60632,74784,17216,8918,0,13591,175141,0,false,0,0,0,0,0,0,false,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0
NY-514,2018,false,false,false,false,19070,1906,20976,0,0,0,0,0,0,0,63057,77784,17216,9275,0,13591,180923,0,false,0,0,0,0,0,0,false,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0
NY-516,2017,false,false,false,false,12733,255,12988,0,0,0,0,0,0,0,0,115716,0,0,0,7382,123098,0,false,0,0,0,0,0,0,false,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0
NY-516,2018,false,false,false,false,12733,255,12988,0,0,0,0,0,0,0,0,126264,0,0,0,7382,133646,0,false,0,0,0,0,0,0,false,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0
NY-518,2017,false,false,false,false,157310,3146,160456,0,0,0,0,0,0,0,334977,1631496,380723,204079,0,160422,2711697,0,false,0,0,0,0,0,0,false,0,0,0,0,0,,,,,,,,24960,0,39255,80845,0,2516,147576
NY-518,2018,false,false,false,false,157310,3146,160456,20016,29484,55980,61885,0,2619,169984,361775,1746996,380723,220405,0,160422,2870321,0,false,0,0,0,0,0,0,false,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0
NY-519,2017,false,false,false,false,11279,789,12068,0,0,0,0,0,0,0,223744,72444,63671,40524,1350,23988,425721,0,false,0,0,0,0,0,0,false,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0
NY-519,2018,false,false,false,false,11279,789,12068,0,0,0,0,0,0,0,306997,0,74671,31745,1350,23988,438751,0,false,0,0,0,0,0,0,false,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0
NY-520,2017,false,false,false,false,0,0,0,0,0,0,0,0,0,0,34221,0,16051,0,2000,0,52272,0,false,0,0,0,0,0,0,false,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0
NY-520,2018,false,false,false,false,0,0,0,0,0,0,0,0,0,0,34905,17064,21247,2705,2000,2340,80261,0,false,0,0,0,0,0,0,false,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0
NY-522,2017,false,false,false,false,25000,1750,26750,0,0,0,0,0,0,0,0,974952,55396,0,0,43358,1073706,0,false,0,0,0,0,0,0,false,0,0,0,0,0,,,,,,,,84732,0,54915,13821,0,7058,160526
NY-522,2018,false,false,false,false,25000,1750,26750,0,0,0,0,0,0,0,0,967116,55396,0,0,43358,1065870,0,false,0,0,0,0,0,0,false,0,0,0,0,0,,,,,,,,84732,0,54915,13821,0,7058,160526
NY-523,2017,false,false,false,false,33123,2205,35328,0,0,0,0,0,0,0,93107,758184,97578,111868,0,65377,1126114,0,false,0,0,0,0,0,0,false,0,0,0,0,0,,,,,,,,0,0,85008,77873,0,7436,170317
NY-523,2018,false,false,false,false,33123,2205,35328,0,0,0,0,0,0,0,230773,705468,170153,137732,0,79244,1323370,0,false,0,0,0,0,0,0,false,0,0,0,0,0,,,,,,,,0,0,85008,77873,0,7436,170317
NY-600,2017,false,false,false,false,1213328,84933,1298261,0,0,0,0,0,0,0,13412061,45273888,17803520,9668055,4200,5561111,91722835,0,false,0,0,0,0,0,0,false,558000,0,0,42000,600000,,,,,,,,86112,0,4306657,2985928,0,513843,7892540
NY-600,2018,false,false,false,false,1213328,84933,1298261,150000,910944,1403327,174923,0,166926,2806120,15023398,48458364,18869643,10262733,13568,5852539,98480245,0,false,0,0,0,0,0,0,false,1021772,0,0,73316,1095088,,,,,,,,86112,0,2824653,2064873,0,345630,5321268
NY-601,2017,false,false,false,false,45120,0,45120,0,0,0,0,0,0,0,228347,631356,61871,90253,0,59600,1071427,0,false,0,0,0,0,0,0,false,0,0,0,0,0,,,,,,,,0,0,30941,148175,0,3582,182698
NY-601,2018,false,false,false,false,45120,0,45120,0,0,0,0,0,0,0,228347,629268,61871,90253,0,59600,1069339,0,false,0,0,0,0,0,0,false,0,0,0,0,0,,,,,,,,0,0,30941,148175,0,3582,182698
NY-602,2017,false,false,false,false,65809,0,65809,0,0,0,0,0,0,0,706946,1019784,491888,249563,0,128014,2596195,0,false,0,0,0,0,0,0,false,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0
NY-602,2018,false,false,false,false,65809,0,65809,0,0,0,0,0,0,0,608026,1136616,396436,216390,0,126289,2483757,0,false,0,0,0,0,0,0,false,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0
NY-603,2017,false,false,false,false,243784,15905,259689,0,0,0,0,0,0,0,2883060,3140136,1805774,1378287,5500,467912,9680669,0,false,0,0,0,0,0,0,false,141937,0,0,9937,151874,,,,,,,,93288,0,29814,750,0,8669,132521
NY-603,2018,false,false,false,false,243784,15905,259689,0,0,0,0,0,0,0,3312115,4140120,2181086,1260947,8600,554262,11457130,0,false,0,0,0,0,0,0,false,85487,0,0,5903,91390,,,,,,,,0,0,0,0,0,0,0
NY-604,2017,false,false,false,false,260000,0,260000,0,0,0,0,0,0,0,3171794,8633532,1740775,229723,0,985637,14761461,0,false,0,0,0,0,0,0,false,236819,0,0,2000,238819,,,,,,,,299311,0,183845,95480,0,38166,616802
NY-604,2018,false,false,false,false,260000,0,260000,0,0,0,0,0,0,0,3502767,9990708,2153348,303658,0,1033829,16984310,0,false,0,0,0,0,0,0,false,136819,0,0,0,136819,,,,,,,,197647,0,166258,92874,0,29636,486415
NY-606,2017,false,false,false,false,69543,0,69543,0,0,0,0,0,0,0,127740,308172,151618,0,0,29826,617356,0,false,0,0,0,0,0,0,false,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0
NY-606,2018,false,false,false,false,69543,0,69543,0,0,0,0,0,0,0,0,566820,130930,0,0,36347,734097,0,false,0,0,0,0,0,0,false,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0
NY-607,2017,false,false,false,false,0,0,0,0,0,0,0,0,0,0,71252,270936,0,0,0,24779,366967,0,false,0,0,0,0,0,0,false,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0
NY-607,2018,false,false,false,false,0,0,0,0,0,0,0,0,0,0,0,285984,0,0,0,17659,303643,0,false,0,0,0,0,0,0,false,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0
NY-608,2017,false,false,false,false,67000,3350,70350,0,0,0,0,0,0,0,209761,654408,43794,6057,0,56699,970719,0,false,0,0,0,0,0,0,false,0,0,0,0,0,,,,,,,,0,0,67220,20082,0,4365,91667
NY-608,2018,false,false,false,false,67000,3350,70350,0,0,0,0,0,0,0,209761,636084,61239,6057,0,63086,976227,0,false,0,0,0,0,0,0,false,0,0,0,0,0,,,,,,,,0,0,67220,20082,0,4365,91667
OH-500,2017,false,false,false,false,363188,25423,388611,0,0,0,0,0,0,0,159120,12330096,1319865,494269,0,836666,15140016,0,false,0,0,0,0,0,0,false,844865,0,0,59142,904007,,,,,,,,70860,0,17712,50000,0,9700,148272
OH-500,2018,false,false,false,false,363188,25423,388611,56664,68412,22334,61218,0,14500,223128,306302,11543772,2078682,1046196,0,896753,15871705,0,false,0,0,0,0,0,0,false,844865,0,0,59142,904007,,,,,,,,70860,0,17712,50000,0,9700,148272
OH-501,2017,false,false,false,false,138616,9983,148599,0,0,0,0,0,0,0,217852,1447260,1406714,360037,0,213323,3645186,0,false,133386,82495,0,16194,232075,0,false,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0
OH-501,2018,false,false,false,false,148599,0,148599,0,0,0,0,0,0,0,175070,1424964,1293602,321401,37169,224473,3476679,0,false,133386,82495,0,16194,232075,0,false,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0
OH-502,2017,false,false,false,false,0,0,0,0,0,0,0,0,0,0,54249,19933152,5457806,76840,54604,733282,26309933,81120,false,231301,374367,6600,34944,728332,0,false,475000,0,0,25000,500000,,,,,,,,0,0,0,0,0,0,0
OH-502,2018,false,false,false,false,0,0,0,0,0,0,0,0,0,0,45427,19674024,5450249,77608,56030,754598,26057936,48672,false,141476,248057,3600,22365,464170,0,false,475000,0,0,25000,500000,,,,,,,,0,0,0,0,0,0,0
OH-503,2017,false,false,false,false,164070,0,164070,0,0,0,0,0,0,0,2550622,4555068,2787087,449019,0,597798,10939594,0,false,0,0,0,0,0,0,false,112520,0,0,4330,116850,,,,,,,,161213,0,0,66370,0,4552,232135
OH-503,2018,false,false,false,false,164070,0,164070,0,0,0,0,0,0,0,2834119,4196376,2972601,480452,0,589500,11073048,0,false,0,0,0,0,0,0,false,0,0,0,0,0,,,,,,,,161213,0,0,66370,0,4552,232135
OH-504,2017,false,false,false,false,15000,0,15000,0,0,0,0,0,0,0,465502,345600,322147,396478,0,91991,1621718,0,false,0,0,0,0,0,0,false,31212,0,0,2717,33929,,,,,,,,0,0,0,0,0,0,0
OH-504,2018,false,false,false,false,15000,0,15000,0,0,0,0,0,0,0,595921,409680,390151,337633,0,107644,1841029,0,false,0,0,0,0,0,0,false,31212,0,0,2717,33929,,,,,,,,0,0,0,0,0,0,0
OH-505,2017,false,false,false,false,131332,9193,140525,0,0,0,0,0,0,0,774111,3956844,1748903,1022132,5000,487656,7994646,0,false,0,0,0,0,0,0,false,0,0,0,0,0,,,,,,,,100375,0,338911,408610,0,59352,907248
OH-505,2018,false,false,false,false,131332,9193,140525,0,0,0,0,0,0,0,797334,3955980,1762775,1038508,5000,484594,8044191,0,false,0,0,0,0,0,0,false,104458,0,0,7862,112320,,,,,,,,100375,0,338911,408610,0,59352,907248
OH-506,2017,false,false,false,false,243405,17037,260442,0,0,0,0,0,0,0,342295,1123380,973801,691964,19859,253591,3404890,42000,false,0,114082,2640,10745,169467,0,false,77865,0,0,7787,85652,,,,,,,,57288,0,333971,217871,0,43198,652328
OH-506,2018,false,false,false,false,243405,17037,260442,0,0,0,0,0,0,0,347959,1090140,998654,698885,19859,251959,3407456,44640,false,0,114082,0,10745,169467,0,false,77865,0,0,7787,85652,,,,,,,,57288,0,333971,217871,0,43198,652328
OH-507,2017,false,false,false,false,435836,23004,458840,0,0,0,0,0,0,0,1052077,9145260,1316673,1046176,1650,803721.3333333335,13365557.333333334,0,false,144249,128892,0,19120,292261,0,false,0,0,0,0,0,,,,,,,,353677,724392,864925,464730,0,125013,2532737
OH-507,2018,false,false,false,false,435836,23004,458840,0,0,0,0,0,0,0,1184793,10462896,1655850,1023506,1650,873019,15201714,0,false,144249,128892,0,19120,292261,0,false,0,0,0,0,0,,,,,,,,229169,742284,675515,436795,0,107002,2190765
OH-508,2017,false,false,false,false,100417,7029,107446,0,0,0,0,0,0,0,370413,1152720,474728,394424,0,163265.91999999998,2555550.92,0,false,0,0,0,0,0,0,false,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0
OH-508,2018,false,false,false,false,100417,7029,107446,0,0,0,0,0,0,0,461227,1292292,410977,437812,0,157426,2759734,0,false,0,0,0,0,0,0,false,70000,0,0,4900,74900,,,,,,,,0,0,0,0,0,0,0
OK-500,2017,false,false,false,false,42765,2000,44765,0,0,0,0,0,0,0,41047,51912,59190,25332,8695,3979,190155,0,false,0,0,0,0,0,0,false,0,0,0,0,0,,,,,,,,0,0,11790,20940,195,1646,34571
OK-500,2018,false,false,false,false,42765,2000,44765,0,0,0,0,0,0,0,43100,53256,58561,25174,8695,5965,194751,0,false,0,0,0,0,0,0,false,0,0,0,0,0,,,,,,,,0,0,0,18207,195,0,18402
OK-501,2017,false,false,false,false,117300,5813,123113,0,0,0,0,0,0,0,424769,112260,475520,876469,37954,105176,2032148,0,false,0,207892,4430,10446,222768,0,false,58578,0,0,5790,64368,,,,,,,,0,0,0,82118,2126,4212,88456
OK-501,2018,false,false,false,false,117300,5813,123113,0,0,0,0,0,0,0,451528,198816,563667,916385,37954,103837,2272187,0,false,0,207892,4430,10446,222768,0,false,58578,0,0,5790,64368,,,,,,,,0,0,0,82118,2126,4212,88456
OK-502,2017,false,false,false,false,100000,10000,110000,0,0,0,0,0,0,0,714690,904272,720134,559430,1069,199717,3099312,0,false,0,0,0,0,0,0,false,19795,0,0,1605,21400,,,,,,,,0,0,0,0,0,0,0
OK-502,2018,false,false,false,false,100000,10000,110000,0,0,0,0,0,0,0,820392,927504,847435,603453,1069,227036,3426889,0,false,0,0,0,0,0,0,false,19795,0,0,1605,21400,,,,,,,,0,0,0,0,0,0,0
OK-503,2017,false,false,false,false,0,0,0,0,0,0,0,0,0,0,0,271728,159324,76060,24028,27825,558965,0,false,0,0,0,0,0,0,false,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0
OK-503,2018,false,false,false,false,0,0,0,0,0,0,0,0,0,0,0,279132,159324,77581,24028,27825,567890,0,false,0,0,0,0,0,0,false,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0
OK-504,2017,false,false,false,false,0,0,0,0,0,0,0,0,0,0,57705,213084,80451,25214,3032,16857,396343,0,false,0,0,0,0,0,0,false,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0
OK-504,2018,false,false,false,false,0,0,0,0,0,0,0,0,0,0,58859,218016,80451,25718,3032,16857,402933,0,false,0,0,0,0,0,0,false,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0
OK-505,2017,false,false,false,false,25437,1780,27217,0,0,0,0,0,0,0,0,0,73469,223258,0,19170,315897,0,false,0,0,0,0,0,0,false,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0
OK-505,2018,false,false,false,false,25437,1780,27217,0,0,0,0,0,0,0,0,0,73469,232188,0,19170,324827,0,false,0,0,0,0,0,0,false,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0
OK-506,2017,false,false,false,false,52976,2100,55076,0,0,0,0,0,0,0,0,51576,0,0,0,1446,53022,0,false,0,0,0,0,0,0,false,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0
OK-506,2018,false,false,false,false,61112,2100,63212,0,0,0,0,0,0,0,0,52920,0,0,0,1446,54366,0,false,0,0,0,0,0,0,false,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0
OK-507,2017,false,false,false,false,0,0,0,0,0,0,0,0,0,0,74724,0,33889,0,1356,4594,114563,0,false,0,0,0,0,0,0,false,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0
OK-507,2018,false,false,false,false,0,0,0,0,0,0,0,0,0,0,77996,0,33245,0,1000,4594,116835,0,false,0,0,0,0,0,0,false,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0
OR-500,2017,false,false,false,false,96260,1925,98185,0,0,0,0,0,0,0,678599,838812,673685,70992,0,154773,2416861,66660,false,352366,68592,8400,41940,537958,0,false,0,0,0,0,0,,,,,,,,65124,0,146514,0,0,14814,226452
OR-500,2018,false,false,false,false,96260,1925,98185,0,0,0,0,0,0,0,480080,1054344,722625,82992,0,160890,2500931,66660,false,352366,68592,8400,41940,537958,0,false,0,0,0,0,0,,,,,,,,65124,0,146514,0,0,14814,226452
OR-501,2017,false,false,false,false,229595,16071,245666,0,0,0,0,0,0,0,678244,14897580,3167067,246091,0,1192755,20181737,0,false,0,0,0,0,0,0,false,43620,0,0,3053,46673,,,,,,,,0,0,158009,417350,0,40272,615631
OR-501,2018,false,false,false,false,229595,16071,245666,0,0,0,0,0,0,0,820676,15982272,3115299,297770,0,1263951,21479968,0,false,0,0,0,0,0,0,false,43620,0,0,3053,46673,,,,,,,,0,0,106810,358323,0,32557,497690
OR-502,2017,false,false,false,false,7987,0,7987,0,0,0,0,0,0,0,86311,0,22138,17374,0,3721,129544,0,false,0,0,0,0,0,0,false,0,0,0,0,0,,,,,,,,61109,0,39895,10054,0,4280,115338
OR-502,2018,false,false,false,false,0,0,0,0,0,0,0,0,0,0,86311,0,22138,17374,0,3721,129544,0,false,0,0,0,0,0,0,false,0,0,0,0,0,,,,,,,,61109,0,39895,10054,0,4280,115338
OR-503,2017,false,false,false,false,50000,3000,53000,0,0,0,0,0,0,0,0,444348,75381,0,500,7951,528180,0,false,0,0,0,0,0,0,false,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0
OR-503,2018,false,false,false,false,50000,3000,53000,0,0,0,0,0,0,0,0,493260,47572,0,500,2064,543396,0,false,0,0,0,0,0,0,false,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0
OR-505,2017,false,false,false,false,75695,5297,80992,0,0,0,0,0,0,0,215542,1936164,562937,48636,0,158632,2921911,0,false,0,0,0,0,0,0,false,33041,0,0,3268,36309,,,,,,,,0,0,0,0,0,0,0
OR-505,2018,false,false,false,false,107208,7488,114696,0,0,0,0,0,0,0,224164,1914528,583592,37829,0,154414,2914527,0,false,0,0,0,0,0,0,false,33041,0,0,3268,36309,,,,,,,,0,0,0,0,0,0,0
OR-506,2017,false,false,false,false,37100,2642,39742,0,0,0,0,0,0,0,0,2401272,244957,56712.333333333336,0,152662,2855603.3333333335,0,false,219159,58810,0,19457,297426,0,false,0,0,0,0,0,,,,,,,,56660,0,57117,0,0,7964,121741
OR-506,2018,false,false,false,false,37100,2642,39742,0,0,0,0,0,0,0,0,2481024,241687,69350.33333333333,0,153910,2945971.3333333335,0,false,219159,58810,0,19457,297426,0,false,0,0,0,0,0,,,,,,,,62857,0,50020,900,0,7964,121741
OR-507,2017,false,false,false,false,66372,4490,70862,0,0,0,0,0,0,0,0,1159740,462498,36224,0,112313,1770775,0,false,0,0,0,0,0,0,false,29026,0,0,2902,31928,,,,,,,,18000,147192,173496,7566,0,13655,359909
OR-507,2018,false,false,false,false,66372,4490,70862,0,0,0,0,0,0,0,0,1298664,476935,43831,0,118471,1937901,0,false,0,0,0,0,0,0,false,29026,0,0,2902,31928,,,,,,,,18000,120204,153788,7566,0,12768,312326
PA-500,2017,false,false,false,false,439425,21971,461396,0,0,0,0,0,0,0,7687140,12333840,5140174,1476160,0,1803585,28440899,119400,false,385363,445827,0,47135,997725,0,false,0,0,0,0,0,,,,,,,,144036,0,2091511,1034747,0,185772,3456066
PA-500,2018,false,false,false,false,439425,21971,461396,0,0,0,0,0,0,0,7496815,11799720,5530939,1329853,0,1973467,28130794,119400,false,385363,445827,0,47135,997725,0,false,168000,0,0,16800,184800,,,,,,,,0,0,1868153,1065596,0,162369,3096118
PA-501,2017,false,false,false,false,48705,0,48705,0,0,0,0,0,0,0,257041,405780,280259,14421,0,52484,1009985,123636,false,122238,50584,0,20752,317210,0,false,0,0,0,0,0,,,,,,,,50064,0,114666,79405,0,12629,256764
PA-501,2018,false,false,false,false,48705,0,48705,0,55236,84739,25433,0,8052,173460,267322,491928,299507,14998,0,58088,1131843,123636,false,122238,50584,0,20752,317210,0,false,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0
PA-502,2017,false,false,false,false,190200,9800,200000,0,0,0,0,0,0,0,318465,2327292,1063136,32316,0,167468,3908677,0,false,0,0,0,0,0,20664,false,729191,0,0,30395,780250,,,,,,,,0,0,74183,23740,0,5146,103069
PA-502,2018,false,false,false,false,190200,9800,200000,0,101400,141748,33780,0,12000,288928,318465,2188884,1024630,32316,0,162339,3726634,0,false,0,0,0,0,0,0,false,645650,0,0,26285,671935,,,,,,,,0,0,0,0,0,0,0
PA-503,2017,false,false,false,false,156653,10965,167618,0,0,0,0,0,0,0,221045,1013520,751204,73226,0,145517,2204512,0,false,0,0,0,0,0,0,false,490745,0,0,25285,516030,,,,,,,,0,0,504367,348747,0,55507,908621
