year,state,coc_name,coc_number,spm2_total_persons_exited_so_es_th_sh_ph,spm2_total_persons_returns_in_6_mths,spm2_total_persons_returns_in_12_mths_should_include_the_6_month_cohort,spm2_total_persons_returns_in_24_mths_should_include_both_the_6_and_12_month_cohort
2017,WI,Wisconsin Balance of State CoC,WI-500,6051,669,999,1420
2017,WI,Milwaukee City & County CoC,WI-501,2012,328,455,600
2017,WI,Racine City & County CoC,WI-502,368,27,39,57
2017,WI,Madison/Dane County CoC,WI-503,945,112,147,209
2017,WV,"Wheeling, Weirton Area CoC",WV-500,268,58,80,98
2017,WV,"Huntington/Cabell, Wayne Counties CoC",WV-501,845,97,134,173
2017,WV,"Charleston/Kanawha, Putnam, Boone, Clay Counties CoC",WV-503,814,144,200,252
2017,WV,West Virginia Balance of State CoC,WV-508,1845,210,308,424
2017,WY,Wyoming Statewide CoC,WY-500,585,112,169,219
2016,AK,Anchorage CoC,AK-500,871,172,213,261
2016,AK,Alaska Balance of State CoC,AK-501,168,3,7,13
2016,AL,"Birmingham/Jefferson, St. Clair, Shelby Counties CoC",AL-500,604,108,138,173
2016,AL,Mobile City & County/Baldwin County CoC,AL-501,560,52,78,125
2016,AL,Florence/Northwest Alabama CoC,AL-502,0,0,0,0
2016,AL,Huntsville/North Alabama CoC,AL-503,167,15,22,25
2016,AL,Montgomery City & County CoC,AL-504,302,21,28,41
2016,AL,Gadsden/Northeast Alabama CoC,AL-505,81,5,11,15
2016,AL,Tuscaloosa City & County CoC,AL-506,114,8,13,18
2016,AL,Alabama Balance of State CoC,AL-507,263,6,6,8
2016,AR,Little Rock/Central Arkansas CoC,AR-500,771,66,103,139
2016,AR,Fayetteville/Northwest Arkansas CoC,AR-501,328,32,50,60
2016,AR,Arkansas  Balance of State  CoC,AR-503,343,29,37,49
2016,AR,Southeast Arkansas CoC,AR-505,64,8,10,12
2016,AR,Fort Smith CoC,AR-508,60,7,12,17
2016,AR," Boone, Baxter, Marion, Newton Counties CoC",AR-512,57,0,0,0
2016,AZ,Arizona Balance of State CoC,AZ-500,1186,118,159,219
2016,AZ,Tucson/Pima County CoC,AZ-501,2805,307,467,651
2016,AZ,"Phoenix, Mesa/Maricopa County CoC",AZ-502,5287,541,842,1258
2016,CA,San Jose/Santa Clara City & County CoC,CA-500,1472,155,224,299
2016,CA,San Francisco CoC,CA-501,5070,181,529,1104
2016,CA,"Oakland, Berkeley/Alameda County CoC",CA-502,2412,204,287,433
2016,CA,Sacramento City & County CoC,CA-503,2336,225,323,476
2016,CA,"Santa Rosa, Petaluma/Sonoma County CoC",CA-504,793,91,147,212
2016,CA,Richmond/Contra Costa County CoC,CA-505,859,74,113,139
2016,CA,"Salinas/Monterey, San Benito Counties CoC",CA-506,628,18,32,84
2016,CA,Marin County CoC,CA-507,418,40,70,89
2016,CA,Watsonville/Santa Cruz City & County CoC,CA-508,333,19,29,49
2016,CA,Mendocino County CoC,CA-509,131,9,16,25
2016,CA,"Turlock, Modesto/Stanislaus County CoC",CA-510,386,16,26,38
2016,CA,Stockton/San Joaquin County CoC,CA-511,439,42,67,109
2016,CA,Daly/San Mateo County CoC,CA-512,1340,120,159,213
2016,CA,"Visalia/Kings, Tulare Counties CoC",CA-513,398,32,48,85
2016,CA,Fresno City & County/Madera County CoC,CA-514,880,40,62,85
2016,CA,"Roseville, Rocklin/Placer, Nevada Counties CoC",CA-515,442,63,97,114
2016,CA,"Redding/Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC",CA-516,2,0,0,0
2016,CA,Napa City & County CoC,CA-517,63,11,17,20
2016,CA,Vallejo/Solano County CoC,CA-518,371,42,55,68
2016,CA,"Chico, Paradise/Butte County CoC",CA-519,38,0,1,1
2016,CA,Merced City & County CoC,CA-520,13,0,1,2
2016,CA,"Davis, Woodland/Yolo County CoC",CA-521,324,17,34,50
2016,CA,Humboldt County CoC,CA-522,245,13,26,36
2016,CA,"Colusa, Glenn, Trinity Counties CoC",CA-523,34,0,0,0
2016,CA,Yuba City & County/Sutter County CoC,CA-524,54,0,0,0
2016,CA,El Dorado County CoC,CA-525,20,0,0,0
2016,CA,"Amador, Calaveras, Mariposa, Tuolumne Counties CoC",CA-526,380,7,17,38
2016,CA,Tehama County CoC,CA-527,12,0,0,0
2016,CA,Lake County CoC,CA-529,0,0,0,0
2016,CA,"Alpine, Inyo, Mono Counties CoC",CA-530,38,0,0,2
2016,CA,Los Angeles City & County CoC,CA-600,7698,513,860,1329
2016,CA,San Diego City and County CoC,CA-601,4573,674,956,1275
2016,CA,"Santa Ana, Anaheim/Orange County CoC",CA-602,1885,113,181,251
2016,CA,Santa Maria/Santa Barbara County CoC,CA-603,902,110,158,236
2016,CA,Bakersfield/Kern County CoC,CA-604,501,34,66,87
2016,CA,Long Beach CoC,CA-606,806,27,45,75
2016,CA,Pasadena CoC,CA-607,268,19,26,32
2016,CA,Riverside City & County CoC,CA-608,1716,116,181,361
2016,CA,San Bernardino City & County CoC,CA-609,965,64,103,143
2016,CA,"Oxnard, San Buenaventura/Ventura County CoC",CA-611,551,26,46,55
2016,CA,Glendale CoC,CA-612,152,13,13,14
2016,CA,Imperial County CoC,CA-613,197,17,37,44
2016,CA,San Luis Obispo County CoC,CA-614,168,5,10,18
2016,CO,Colorado Balance of State CoC,CO-500,668,86,128,168
2016,CO,Metropolitan Denver CoC,CO-503,2416,252,421,567
2016,CO,Colorado Springs/El Paso County CoC,CO-504,1294,124,195,281
2016,CT,"Bridgeport, Stamford, Norwalk/Fairfield County CoC",CT-503,848,67,102,169
2016,CT,Connecticut Balance of State CoC,CT-505,4230,468,715,994
2016,DC,District of Columbia CoC,DC-500,5273,352,597,799
2016,DE,Delaware Statewide CoC,DE-500,1096,102,171,238
2016,FL,"Sarasota, Bradenton/Manatee, Sarasota Counties CoC",FL-500,403,45,69,98
2016,FL,Tampa/Hillsborough County CoC,FL-501,1446,141,222,296
2016,FL,"St. Petersburg, Clearwater, Largo/Pinellas County CoC",FL-502,2884,641,830,1040
2016,FL,"Lakeland, Winterhaven/Polk County CoC",FL-503,573,45,73,93
2016,FL,"Daytona Beach, Daytona/Volusia, Flagler Counties CoC",FL-504,1017,68,99,148
2016,FL,"Fort Walton Beach/Okaloosa, Walton Counties CoC",FL-505,227,9,17,32
2016,FL,Tallahassee/Leon County CoC,FL-506,313,35,55,66
2016,FL,"Orlando/Orange, Osceola, Seminole Counties CoC",FL-507,2279,229,352,481
2016,FL,"Gainesville/Alachua, Putnam Counties CoC",FL-508,654,85,134,176
2016,FL,"Fort Pierce/St. Lucie, Indian River, Martin Counties CoC",FL-509,648,42,62,73
2016,FL,"Jacksonville-Duval, Clay Counties CoC",FL-510,801,33,59,119
2016,FL,"Pensacola/Escambia, Santa Rosa Counties CoC",FL-511,394,25,35,53
2016,FL,St. Johns County CoC,FL-512,297,24,32,44
2016,FL,"Palm Bay, Melbourne/Brevard County CoC",FL-513,571,31,56,90
2016,FL,Ocala/Marion County CoC,FL-514,289,26,30,30
2016,FL,"Panama City/Bay, Jackson Counties CoC",FL-515,122,14,21,27
2016,FL,"Hendry, Hardee, Highlands Counties CoC",FL-517,14,4,5,6
2016,FL,"Columbia, Hamilton, Lafayette, Suwannee Counties CoC",FL-518,281,72,81,92
2016,FL,Pasco County CoC,FL-519,0,0,0,0
2016,FL,"Citrus, Hernando, Lake, Sumter Counties CoC",FL-520,249,14,23,37
2016,FL,Miami-Dade County CoC,FL-600,3898,541,752,992
2016,FL,Ft Lauderdale/Broward County CoC,FL-601,1790,305,430,547
2016,FL,Punta Gorda/Charlotte County CoC,FL-602,371,28,42,55
2016,FL,"Ft Myers, Cape Coral/Lee County CoC",FL-603,340,48,64,96
2016,FL,Monroe County CoC,FL-604,269,49,72,98
2016,FL,West Palm Beach/Palm Beach County CoC,FL-605,1624,39,94,188
2016,FL,Naples/Collier County CoC,FL-606,84,7,8,8
2016,GA,Atlanta CoC,GA-500,4260,358,562,833
2016,GA,Georgia Balance of State CoC,GA-501,4195,335,507,702
2016,GA,Fulton County CoC,GA-502,1135,44,57,76
2016,GA,Athens-Clarke County CoC,GA-503,278,12,27,46
2016,GA,Augusta-Richmond County CoC,GA-504,320,14,22,65
2016,GA,Columbus-Muscogee/Russell County CoC,GA-505,211,19,33,50
2016,GA,Marietta/Cobb County CoC,GA-506,1126,52,71,119
2016,GA,Savannah/Chatham County CoC,GA-507,661,87,128,171
2016,GA,DeKalb County CoC,GA-508,667,48,78,123
2016,GU,Guam CoC,GU-500,270,20,31,51
2016,HI,Hawaii Balance of State CoC,HI-500,1425,84,163,250
2016,HI,Honolulu City and County CoC,HI-501,2625,189,332,502
2016,IA,"Sioux City/Dakota, Woodbury Counties CoC",IA-500,178,0,1,3
2016,IA,Iowa Balance of State CoC,IA-501,2574,193,326,502
2016,IA,Des Moines/Polk County CoC,IA-502,1455,174,241,302
2016,ID,Boise/Ada County CoC,ID-500,418,29,35,42
2016,ID,Idaho Balance of State CoC,ID-501,1421,91,150,224
2016,IL,McHenry County CoC,IL-500,112,14,19,22
2016,IL,"Rockford/Winnebago, Boone Counties CoC",IL-501,227,6,15,25
2016,IL,"Waukegan, North Chicago/Lake County CoC",IL-502,539,67,94,114
2016,IL,"Champaign, Urbana, Rantoul/Champaign County CoC",IL-503,371,21,31,47
2016,IL,Madison County CoC,IL-504,240,7,10,17
2016,IL,"Joliet, Bolingbrook/Will County CoC",IL-506,343,88,105,119
2016,IL,"Peoria, Pekin/Fulton, Tazewell, Peoria, Woodford Counties CoC",IL-507,309,30,56,65
2016,IL,"East St. Louis, Belleville/St. Clair County CoC",IL-508,221,11,14,15
2016,IL,Dekalb City & County CoC,IL-509,22,0,1,1
2016,IL,Chicago CoC,IL-510,5446,574,864,1260
2016,IL,Cook County CoC,IL-511,988,80,107,160
2016,IL,Bloomington/Central Illinois CoC,IL-512,315,18,29,40
2016,IL,Springfield/Sangamon County CoC,IL-513,1429,528,610,692
2016,IL,DuPage County CoC,IL-514,493,44,69,92
2016,IL,South Central Illinois CoC,IL-515,102,10,15,16
2016,IL,Decatur/Macon County CoC,IL-516,82,0,0,1
2016,IL,"Aurora, Elgin/Kane County CoC",IL-517,200,33,39,48
2016,IL,"Rock Island, Moline/Northwestern Illinois CoC",IL-518,220,12,18,21
2016,IL,West Central Illinois CoC,IL-519,251,16,36,53
2016,IL,Southern Illinois CoC,IL-520,340,23,34,46
2016,IN,South Bend/Mishawaka/St. Joseph County CoC,IN-500,507,47,77,117
2016,IN,Indiana Balance of State CoC,IN-502,4634,372,629,872
2016,IN,Indianapolis CoC,IN-503,1298,86,154,243
2016,KS,Wichita/Sedgwick County CoC,KS-502,835,115,163,210
2016,KS,Topeka/Shawnee County CoC,KS-503,2,0,0,0
2016,KS,"Overland Park, Shawnee/Johnson County CoC",KS-505,219,25,31,33
2016,KS,Kansas Balance of State CoC,KS-507,1550,178,256,346
2016,KY,Kentucky Balance of State CoC,KY-500,2853,129,233,351
2016,KY,Louisville-Jefferson County CoC,KY-501,1597,287,388,500
2016,KY,Lexington-Fayette County CoC,KY-502,560,34,44,90
2016,LA,Lafayette/Acadiana CoC,LA-500,774,64,103,133
2016,LA,"Shreveport, Bossier/Northwest Louisiana CoC",LA-502,640,67,106,169
2016,LA,New Orleans/Jefferson Parish CoC,LA-503,1812,90,194,292
2016,LA,Monroe/Northeast Louisiana CoC,LA-505,253,11,15,24
2016,LA,Slidell/Southeast Louisiana CoC,LA-506,233,2,11,25
2016,LA,Alexandria/Central Louisiana CoC,LA-507,308,25,37,43
2016,LA,Houma-Terrebonne/Thibodaux CoC,LA-508,1408,158,253,369
2016,LA,Louisiana Balance of State CoC,LA-509,606,88,107,135
2016,MA,Boston CoC,MA-500,1297,267,366,453
2016,MA,Lynn CoC,MA-502,463,11,14,25
2016,MA,Cape Cod Islands CoC,MA-503,255,11,20,33
2016,MA,Springfield/Hampden County CoC,MA-504,1354,13,25,105
2016,MA,New Bedford CoC,MA-505,360,9,19,33
2016,MA,Worcester City & County CoC,MA-506,1085,157,201,253
2016,MA,"Pittsfield/Berkshire, Franklin, Hampshire Counties CoC",MA-507,501,18,52,78
2016,MA,Lowell CoC,MA-508,373,28,43,63
2016,MA,Cambridge CoC,MA-509,81,5,6,10
2016,MA,"Gloucester, Haverhill, Salem/Essex County CoC",MA-510,1228,58,100,148
2016,MA,"Quincy, Brockton, Weymouth, Plymouth City and County CoC",MA-511,1260,86,120,159
2016,MA,Fall River CoC,MA-515,443,19,31,55
2016,MA,Massachusetts Balance of State CoC,MA-516,665,10,11,21
2016,MA,Somerville CoC,MA-517,139,1,4,6
2016,MA,"Attleboro, Taunton/Bristol County CoC",MA-519,306,7,11,17
2016,MD,Cumberland/Allegany County CoC,MD-500,78,3,10,11
2016,MD,Baltimore CoC,MD-501,1577,89,152,223
2016,MD,Harford County CoC,MD-502,113,4,7,11
2016,MD,Annapolis/Anne Arundel County CoC,MD-503,398,34,51,85
2016,MD,Howard County CoC,MD-504,71,0,6,10
2016,MD,Baltimore County CoC,MD-505,975,48,99,185
2016,MD,Carroll County CoC,MD-506,125,8,15,25
2016,MD,Cecil County CoC,MD-507,43,1,3,4
2016,MD,"Charles, Calvert, St.Mary's Counties CoC",MD-508,368,4,8,10
2016,MD,Frederick City & County CoC,MD-509,53,8,11,11
2016,MD,Garrett County CoC,MD-510,168,5,11,13
2016,MD,Mid-Shore Regional CoC,MD-511,146,13,18,21
2016,MD,Hagerstown/Washington County CoC,MD-512,96,2,3,6
2016,MD,"Wicomico, Somerset, Worcester Counties CoC",MD-513,335,35,60,90
2016,MD,Prince George's County CoC,MD-600,410,21,26,42
2016,MD,Montgomery County CoC,MD-601,890,102,148,205
2016,ME,Maine Statewide CoC,ME-500,3303,443,613,777
2016,MI,Michigan Balance of State CoC,MI-500,4848,450,666,976
2016,MI,Detroit CoC,MI-501,4849,973,1287,1586
2016,MI,"Dearborn, Dearborn Heights, Westland/Wayne County CoC",MI-502,635,25,34,54
2016,MI,"St. Clair Shores, Warren/Macomb County CoC",MI-503,543,41,64,103
2016,MI,"Pontiac, Royal Oak/Oakland County CoC",MI-504,363,36,50,63
2016,MI,Flint/Genesee County CoC,MI-505,736,95,132,166
2016,MI,"Grand Rapids, Wyoming/Kent County CoC",MI-506,1564,149,232,367
2016,MI,"Portage, Kalamazoo City & County CoC",MI-507,1491,184,298,408
2016,MI,"Lansing, East Lansing/Ingham County CoC",MI-508,1508,290,419,546
2016,MI,Washtenaw County CoC,MI-509,653,158,200,241
2016,MI,Saginaw City & County CoC,MI-510,913,123,183,250
2016,MI,Lenawee County CoC,MI-511,200,19,25,31
2016,MI,"Grand Traverse, Antrim, Leelanau Counties CoC",MI-512,399,54,75,95
2016,MI,"Marquette, Alger Counties CoC",MI-513,104,8,16,22
2016,MI,Battle Creek/Calhoun County CoC,MI-514,421,94,121,147
2016,MI,Monroe City & County CoC,MI-515,319,29,47,70
2016,MI,"Norton Shores, Muskegon City & County CoC",MI-516,759,121,171,231
2016,MI,Jackson City & County CoC,MI-517,570,64,92,131
2016,MI,Livingston County CoC,MI-518,209,21,33,41
2016,MI,Holland/Ottawa County CoC,MI-519,640,133,169,223
2016,MI,Eaton County CoC,MI-523,231,5,13,19
2016,MN,Minneapolis/Hennepin County CoC,MN-500,3333,221,458,708
2016,MN,Saint Paul/Ramsey County CoC,MN-501,1287,41,80,122
2016,MN,Rochester/Southeast Minnesota CoC,MN-502,540,7,17,42
2016,MN,"Dakota, Anoka, Washington, Scott, Carver Counties ",MN-503,1199,88,108,154
2016,MN,Northeast Minnesota CoC,MN-504,189,3,4,13
2016,MN,St. Cloud/Central Minnesota CoC,MN-505,535,27,35,52
2016,MN,Northwest Minnesota CoC,MN-506,424,17,31,50
2016,MN,Moorhead/West Central Minnesota CoC,MN-508,279,4,16,16
2016,MN,Duluth/St.Louis County CoC,MN-509,1104,52,86,168
2016,MN,Southwest Minnesota CoC,MN-511,330,8,17,36
2016,MO,St. Louis County CoC,MO-500,333,10,19,24
2016,MO,St.Louis City CoC,MO-501,1028,79,122,171
2016,MO,"St. Charles City & County, Lincoln, Warren Counties CoC",MO-503,8,1,3,3
2016,MO,"Springfield/Greene, Christian, Webster Counties CoC",MO-600,295,20,26,34
2016,MO,"Joplin/Jasper, Newton Counties CoC",MO-602,108,1,2,4
2016,MO,"St. Joseph/Andrew, Buchanan, DeKalb Counties CoC",MO-603,466,84,122,154
2016,KS,Kansas City/Wyandotte County CoC,MO-604K,837,110,169,192
2016,MO,Kansas City/Independence/Lee's Summit/Jackson County CoC,MO-604M,3004,832,1229,1463
2016,MO,Missouri Balance of State CoC,MO-606,1179,47,84,123
2016,MP,Northern Mariana Islands CoC,MP-500,0,0,0,0
2016,MS,"Jackson/Rankin, Madison Counties CoC",MS-500,269,16,28,30
2016,MS,Mississippi Balance of State CoC,MS-501,646,36,63,126
2016,MS,Gulf Port/Gulf Coast Regional CoC,MS-503,280,3,7,14
2016,MT,Montana Statewide CoC,MT-500,783,13,21,25
2016,NC,Winston-Salem/Forsyth County CoC,NC-500,799,114,136,174
2016,NC,Asheville/Buncombe County CoC,NC-501,727,46,74,125
2016,NC,Durham City & County CoC,NC-502,695,53,79,106
2016,NC,North Carolina Balance of State CoC,NC-503,2978,246,374,499
2016,NC,"Greensboro, High Point CoC",NC-504,1160,125,224,310
2016,NC,Charlotte/Mecklenberg CoC,NC-505,1675,132,215,296
2016,NC,"Wilmington/Brunswick, New Hanover, Pender Counties CoC",NC-506,421,75,99,114
2016,NC,Raleigh/Wake County CoC,NC-507,1377,158,216,305
2016,NC,"Gastonia/Cleveland, Gaston, Lincoln Counties CoC",NC-509,201,20,26,37
2016,NC,Fayetteville/Cumberland County CoC,NC-511,428,23,33,46
